track_id,broad_type,node_types,support_frames,observations,first_frame,last_frame,center_r,center_c,mean_confidence,stable
40,artifact,short_branch_artifact,8,8,15,26,294.38,246.88,0.5984,True
41,artifact,short_branch_artifact,1,1,15,15,471.0,208.0,0.6343,False
42,bifurcation,bifurcation,1,1,15,15,382.0,286.0,1.0,False
43,artifact,short_branch_artifact,4,4,16,21,207.5,215.0,0.6211,True
44,artifact,short_branch_artifact,4,4,16,21,413.75,240.5,0.6253,True
45,artifact,short_branch_artifact,2,2,16,17,471.5,174.5,0.6296,False
46,bifurcation,bifurcation,1,1,16,16,243.0,353.0,0.9574,False
47,bifurcation,bifurcation,2,2,16,18,303.5,268.5,0.971,False
48,bifurcation,bifurcation,1,1,16,16,369.0,261.0,1.0,False
49,uncertain,uncertain_high_order_branch,1,1,16,16,217.0,273.0,0.681,False
50,artifact,short_branch_artifact,1,1,17,17,224.0,380.0,0.5933,False
51,artifact,short_branch_artifact,7,7,17,25,262.0,350.57,0.5983,True
52,artifact,short_branch_artifact,4,4,17,23,251.0,390.25,0.6131,True
53,artifact,short_branch_artifact,2,2,17,21,277.0,222.0,0.6096,False
54,artifact,short_branch_artifact,6,6,17,24,309.5,257.0,0.6157,True
55,artifact,short_branch_artifact,3,3,17,21,372.33,258.33,0.6256,True
56,bifurcation,bifurcation,1,1,17,17,205.0,233.0,1.0,False
57,bifurcation,bifurcation,1,1,17,17,474.0,181.0,0.9653,False
58,artifact,short_branch_artifact,3,3,18,21,278.67,242.33,0.592,True
59,artifact,short_branch_artifact,9,9,18,27,374.22,408.44,0.6241,True
60,artifact,short_branch_artifact,8,8,18,26,374.0,372.25,0.6145,True
61,artifact,short_branch_artifact,2,2,18,20,473.0,190.5,0.6399,False
62,crossing_or_overlap,crossing_or_overlap,1,1,19,19,282.0,242.0,0.673,False
63,artifact,short_branch_artifact,1,1,20,20,348.0,267.0,0.6006,False
64,artifact,short_branch_artifact,4,4,20,25,480.0,176.0,0.6402,True
65,bifurcation,bifurcation,1,1,20,20,371.0,378.0,0.9162,False
66,artifact,short_branch_artifact,2,2,21,22,207.5,291.0,0.6078,False
67,artifact,short_branch_artifact,3,3,21,25,238.0,283.67,0.5508,True
68,artifact,short_branch_artifact,1,1,21,21,262.0,241.0,0.6152,False
69,artifact,short_branch_artifact,4,4,21,26,273.0,396.5,0.6113,True
70,artifact,short_branch_artifact,2,2,21,22,310.0,263.5,0.608,False
71,artifact,short_branch_artifact,5,5,21,25,418.4,220.8,0.6302,True
72,artifact,short_branch_artifact,1,1,21,21,423.0,245.0,0.6255,False
73,bifurcation,bifurcation,6,6,21,27,229.5,215.33,0.9191,True
74,bifurcation,bifurcation,1,1,21,21,230.0,305.0,0.9914,False
75,bifurcation,bifurcation,1,1,21,21,239.0,225.0,1.0,False
76,bifurcation,bifurcation,2,2,21,22,264.5,355.0,0.9322,False
77,crossing_or_overlap,crossing_or_overlap,1,1,21,21,481.0,186.0,0.7858,False
78,artifact,short_branch_artifact,3,3,22,26,239.33,180.33,0.6374,True
79,artifact,short_branch_artifact,2,2,22,24,323.0,372.5,0.6201,False
80,artifact,short_branch_artifact,2,2,22,23,393.5,226.5,0.6212,False
81,artifact,short_branch_artifact,1,1,22,22,450.0,196.0,0.6032,False
82,artifact,short_branch_artifact,4,4,22,25,479.0,172.0,0.6453,True
83,bifurcation,bifurcation,1,1,22,22,485.0,162.0,0.9914,False
84,artifact,short_branch_artifact,4,4,23,26,314.75,241.5,0.6067,True
85,bifurcation,bifurcation,2,2,23,24,231.5,176.5,0.995,False
86,artifact,short_branch_artifact,1,1,24,24,295.0,217.0,0.6041,False
87,artifact,short_branch_artifact,2,2,24,25,302.5,227.5,0.5988,False
88,bifurcation,bifurcation,1,1,24,24,261.0,396.0,1.0,False
89,bifurcation,bifurcation,1,1,24,24,391.0,221.0,1.0,False
90,crossing_or_overlap,crossing_or_overlap,1,1,24,24,233.0,277.0,0.623,False
91,crossing_or_overlap,crossing_or_overlap,1,1,24,24,471.0,170.0,0.7468,False
92,artifact,short_branch_artifact,1,1,25,25,219.0,241.0,0.6241,False
93,artifact,short_branch_artifact,1,1,25,25,246.0,279.0,0.5722,False
94,artifact,short_branch_artifact,2,2,25,26,242.5,296.0,0.5823,False
95,artifact,short_branch_artifact,3,3,25,27,261.67,281.33,0.5584,True
96,artifact,short_branch_artifact,1,1,25,25,373.0,240.0,0.6189,False
97,bifurcation,bifurcation,1,1,25,25,236.0,198.0,0.9589,False
98,bifurcation,bifurcation,1,1,25,25,288.0,292.0,0.8748,False
99,bifurcation,bifurcation,1,1,25,25,318.0,255.0,0.9976,False
100,crossing_or_overlap,crossing_or_overlap,1,1,25,25,379.0,401.0,0.8074,False
101,artifact,short_branch_artifact,1,1,26,26,249.0,205.0,0.6366,False
102,artifact,short_branch_artifact,1,1,26,26,253.0,186.0,0.6432,False
103,artifact,short_branch_artifact,1,1,26,26,273.0,255.0,0.6348,False
104,artifact,short_branch_artifact,1,1,26,26,279.0,240.0,0.6233,False
105,artifact,short_branch_artifact,2,2,26,27,354.0,360.0,0.6243,False
106,artifact,short_branch_artifact,1,1,26,26,385.0,377.0,0.5783,False
107,artifact,short_branch_artifact,1,1,26,26,393.0,266.0,0.6115,False
108,artifact,short_branch_artifact,2,2,26,27,401.0,380.0,0.5647,False
109,artifact,short_branch_artifact,1,1,26,26,400.0,245.0,0.6193,False
110,artifact,short_branch_artifact,1,1,26,26,414.0,256.0,0.6177,False
111,artifact,short_branch_artifact,1,1,26,26,434.0,243.0,0.6346,False
112,bifurcation,bifurcation,2,2,26,27,299.0,349.0,0.9786,False
113,bifurcation,bifurcation,1,1,26,26,331.0,273.0,0.9689,False
114,bifurcation,bifurcation,1,1,26,26,493.0,191.0,0.8981,False
115,artifact,short_branch_artifact,1,1,27,27,330.0,250.0,0.5936,False
116,artifact,short_branch_artifact,1,1,27,27,343.0,282.0,0.6223,False
117,artifact,short_branch_artifact,1,1,27,27,421.0,274.0,0.6333,False
118,artifact,short_branch_artifact,1,1,27,27,448.0,257.0,0.6103,False
119,artifact,short_branch_artifact,1,1,27,27,502.0,200.0,0.65,False
120,bifurcation,bifurcation,1,1,27,27,243.0,254.0,1.0,False
121,bifurcation,bifurcation,1,1,27,27,253.0,222.0,0.9243,False
122,bifurcation,bifurcation,1,1,27,27,255.0,265.0,0.8683,False
123,bifurcation,bifurcation,1,1,27,27,258.0,212.0,0.9188,False
124,bifurcation,bifurcation,1,1,27,27,259.0,194.0,1.0,False
125,bifurcation,bifurcation,1,1,27,27,259.0,241.0,0.958,False
