track_id,stable,broad_type,name,frame_id,frame_num,node_id,pixel_r,pixel_c,node_type,confidence
1,True,artifact,p0005_00000001_f0026_8,f0026,26,5,141.0,354.0,short_branch_artifact,0.6029
1,True,artifact,p0005_00000001_f0027_8,f0027,27,4,139.0,356.0,short_branch_artifact,0.5937
1,True,artifact,p0005_00000001_f0028_8,f0028,28,11,133.0,348.0,short_branch_artifact,0.6312
1,True,artifact,p0005_00000001_f0029_8,f0029,29,12,126.0,337.0,short_branch_artifact,0.6183
2,False,artifact,p0005_00000001_f0026_8,f0026,26,7,155.0,348.0,short_branch_artifact,0.5274
2,False,artifact,p0005_00000001_f0027_8,f0027,27,9,158.0,343.0,short_branch_artifact,0.5835
3,True,bifurcation,p0005_00000001_f0026_8,f0026,26,6,142.0,383.0,bifurcation,0.9017
3,True,bifurcation,p0005_00000001_f0027_8,f0027,27,5,142.0,382.0,bifurcation,0.9243
3,True,bifurcation,p0005_00000001_f0028_8,f0028,28,14,138.0,368.0,bifurcation,0.9227
4,True,bifurcation,p0005_00000001_f0027_8,f0027,27,6,143.0,419.0,bifurcation,1.0
4,True,bifurcation,p0005_00000001_f0028_8,f0028,28,18,140.0,428.0,bifurcation,0.9109
4,True,bifurcation,p0005_00000001_f0029_8,f0029,29,16,130.0,421.0,bifurcation,0.8249
4,True,bifurcation,p0005_00000001_f0030_8,f0030,30,20,125.0,420.0,bifurcation,0.9198
4,True,bifurcation,p0005_00000001_f0032_8,f0032,32,8,122.0,419.0,bifurcation,0.9282
5,False,artifact,p0005_00000001_f0028_8,f0028,28,13,136.0,405.0,short_branch_artifact,0.58
5,False,artifact,p0005_00000001_f0029_8,f0029,29,17,132.0,390.0,short_branch_artifact,0.564
6,True,artifact,p0005_00000001_f0028_8,f0028,28,16,138.0,401.0,short_branch_artifact,0.5847
6,True,artifact,p0005_00000001_f0029_8,f0029,29,13,129.0,397.0,short_branch_artifact,0.6139
6,True,artifact,p0005_00000001_f0030_8,f0030,30,22,128.0,399.0,short_branch_artifact,0.5737
6,True,artifact,p0005_00000001_f0031_8,f0031,31,9,121.0,396.0,short_branch_artifact,0.6388
6,True,artifact,p0005_00000001_f0034_8,f0034,34,8,108.0,385.0,short_branch_artifact,0.6088
7,True,artifact,p0005_00000001_f0028_8,f0028,28,27,157.0,450.0,short_branch_artifact,0.6058
7,True,artifact,p0005_00000001_f0030_8,f0030,30,46,174.0,446.0,short_branch_artifact,0.5712
7,True,artifact,p0005_00000001_f0032_8,f0032,32,37,173.0,454.0,short_branch_artifact,0.5833
7,True,artifact,p0005_00000001_f0034_8,f0034,34,54,170.0,441.0,short_branch_artifact,0.5148
