track_id,broad_type,node_types,support_frames,observations,first_frame,last_frame,center_r,center_c,mean_confidence,stable
1,artifact,short_branch_artifact,1,1,19,19,233.0,303.0,0.6473,False
2,artifact,short_branch_artifact,1,1,19,19,252.0,330.0,0.6174,False
3,artifact,short_branch_artifact,1,1,19,19,260.0,275.0,0.5638,False
4,artifact,short_branch_artifact,1,1,19,19,261.0,261.0,0.5857,False
5,artifact,short_branch_artifact,1,1,19,19,262.0,161.0,0.6387,False
6,artifact,short_branch_artifact,1,1,19,19,269.0,283.0,0.628,False
7,artifact,short_branch_artifact,1,1,19,19,270.0,257.0,0.6144,False
8,artifact,short_branch_artifact,1,1,19,19,276.0,187.0,0.5895,False
9,artifact,short_branch_artifact,1,1,19,19,281.0,252.0,0.5877,False
10,artifact,short_branch_artifact,1,1,19,19,285.0,241.0,0.5944,False
11,bifurcation,bifurcation,1,1,19,19,242.0,284.0,0.899,False
12,artifact,short_branch_artifact,1,1,24,24,192.0,298.0,0.5829,False
13,artifact,short_branch_artifact,1,1,24,24,200.0,288.0,0.5234,False
14,artifact,short_branch_artifact,2,2,24,26,209.5,290.0,0.5493,False
15,artifact,short_branch_artifact,2,2,24,26,212.0,300.0,0.593,False
16,artifact,short_branch_artifact,2,2,24,26,214.5,257.5,0.6006,False
17,artifact,short_branch_artifact,1,1,24,24,224.0,376.0,0.6302,False
18,artifact,short_branch_artifact,1,1,24,24,227.0,239.0,0.6349,False
19,artifact,short_branch_artifact,2,2,24,26,222.0,328.5,0.623,False
20,artifact,short_branch_artifact,1,1,24,24,234.0,305.0,0.5498,False
21,artifact,short_branch_artifact,1,1,24,24,234.0,374.0,0.6053,False
22,artifact,short_branch_artifact,1,1,24,24,235.0,292.0,0.6436,False
23,artifact,short_branch_artifact,2,2,24,26,228.5,271.0,0.5571,False
24,artifact,short_branch_artifact,2,2,24,26,241.5,238.5,0.549,False
25,artifact,short_branch_artifact,1,1,24,24,245.0,272.0,0.6349,False
26,artifact,short_branch_artifact,1,1,24,24,250.0,222.0,0.5946,False
27,artifact,short_branch_artifact,1,1,24,24,254.0,158.0,0.5511,False
28,artifact,short_branch_artifact,1,1,24,24,254.0,346.0,0.5379,False
29,artifact,short_branch_artifact,1,1,24,24,272.0,446.0,0.6028,False
30,artifact,short_branch_artifact,1,1,24,24,277.0,442.0,0.5934,False
31,artifact,short_branch_artifact,1,1,24,24,284.0,223.0,0.554,False
32,artifact,short_branch_artifact,1,1,24,24,289.0,222.0,0.5917,False
33,artifact,short_branch_artifact,1,1,24,24,290.0,295.0,0.621,False
34,artifact,short_branch_artifact,2,2,24,26,295.5,456.0,0.619,False
35,artifact,short_branch_artifact,1,1,24,24,305.0,305.0,0.6285,False
36,artifact,short_branch_artifact,1,1,24,24,313.0,382.0,0.6379,False
37,artifact,short_branch_artifact,1,1,24,24,319.0,317.0,0.6355,False
38,artifact,short_branch_artifact,2,2,24,26,362.5,483.0,0.6331,False
39,artifact,short_branch_artifact,1,1,24,24,368.0,221.0,0.6326,False
40,artifact,short_branch_artifact,1,1,24,24,386.0,389.0,0.635,False
41,artifact,short_branch_artifact,1,1,24,24,391.0,440.0,0.6175,False
42,artifact,short_branch_artifact,1,1,24,24,402.0,453.0,0.6092,False
43,bifurcation,bifurcation,1,1,24,24,221.0,355.0,1.0,False
44,bifurcation,bifurcation,1,1,24,24,268.0,361.0,0.9187,False
45,bifurcation,bifurcation,1,1,24,24,290.0,365.0,1.0,False
46,bifurcation,bifurcation,1,1,24,24,316.0,368.0,0.9819,False
47,crossing_or_overlap,crossing_or_overlap,1,1,24,24,216.0,333.0,0.8094,False
48,artifact,short_branch_artifact,1,1,26,26,194.0,267.0,0.5137,False
49,artifact,short_branch_artifact,1,1,26,26,198.0,227.0,0.5548,False
50,artifact,short_branch_artifact,1,1,26,26,202.0,214.0,0.5432,False
51,artifact,short_branch_artifact,1,1,26,26,205.0,326.0,0.6426,False
52,artifact,short_branch_artifact,1,1,26,26,212.0,120.0,0.6428,False
53,artifact,short_branch_artifact,1,1,26,26,215.0,198.0,0.5742,False
54,artifact,short_branch_artifact,1,1,26,26,216.0,311.0,0.6355,False
55,artifact,short_branch_artifact,1,1,26,26,217.0,265.0,0.6434,False
56,artifact,short_branch_artifact,1,1,26,26,218.0,281.0,0.6006,False
57,artifact,short_branch_artifact,1,1,26,26,224.0,323.0,0.5935,False
58,artifact,short_branch_artifact,1,1,26,26,234.0,132.0,0.5208,False
59,artifact,short_branch_artifact,1,1,26,26,246.0,252.0,0.5851,False
60,artifact,short_branch_artifact,1,1,26,26,249.0,117.0,0.6189,False
61,artifact,short_branch_artifact,1,1,26,26,266.0,267.0,0.6028,False
62,artifact,short_branch_artifact,1,1,26,26,275.0,269.0,0.6145,False
63,artifact,short_branch_artifact,1,1,26,26,291.0,476.0,0.6141,False
64,artifact,short_branch_artifact,1,1,26,26,296.0,483.0,0.6202,False
65,artifact,short_branch_artifact,1,1,26,26,298.0,354.0,0.6393,False
66,artifact,short_branch_artifact,1,1,26,26,305.0,482.0,0.6345,False
67,artifact,short_branch_artifact,1,1,26,26,321.0,514.0,0.6371,False
68,artifact,short_branch_artifact,1,1,26,26,323.0,525.0,0.6391,False
69,artifact,short_branch_artifact,1,1,26,26,343.0,551.0,0.6232,False
70,artifact,short_branch_artifact,1,1,26,26,349.0,186.0,0.6468,False
71,artifact,short_branch_artifact,1,1,26,26,371.0,377.0,0.6283,False
72,artifact,short_branch_artifact,1,1,26,26,383.0,419.0,0.6066,False
73,bifurcation,bifurcation,1,1,26,26,185.0,262.0,0.8724,False
74,bifurcation,bifurcation,1,1,26,26,223.0,208.0,0.9655,False
75,bifurcation,bifurcation,1,1,26,26,242.0,143.0,0.8392,False
76,bifurcation,bifurcation,1,1,26,26,282.0,137.0,0.9462,False
77,bifurcation,bifurcation,1,1,26,26,306.0,217.0,1.0,False
78,bifurcation,bifurcation,1,1,26,26,317.0,199.0,1.0,False
79,bifurcation,bifurcation,1,1,26,26,334.0,189.0,1.0,False
80,bifurcation,bifurcation,1,1,26,26,366.0,185.0,1.0,False
81,bifurcation,bifurcation,1,1,26,26,380.0,176.0,1.0,False
82,crossing_or_overlap,crossing_or_overlap,1,1,26,26,206.0,309.0,0.7664,False
83,crossing_or_overlap,crossing_or_overlap,1,1,26,26,225.0,239.0,0.6554,False
84,crossing_or_overlap,crossing_or_overlap,1,1,26,26,249.0,336.0,0.9069,False
85,uncertain,uncertain_high_order_branch,1,1,26,26,230.0,283.0,0.6008,False
86,artifact,short_branch_artifact,2,2,35,37,214.0,331.5,0.5942,False
87,artifact,short_branch_artifact,4,4,35,41,209.0,240.25,0.5758,True
88,artifact,short_branch_artifact,3,3,35,41,222.33,363.33,0.5903,True
89,artifact,short_branch_artifact,2,2,35,37,222.0,328.5,0.6137,False
90,artifact,short_branch_artifact,1,1,35,35,227.0,353.0,0.6252,False
91,artifact,short_branch_artifact,3,3,35,41,229.0,246.67,0.6091,True
92,artifact,short_branch_artifact,3,3,35,41,232.33,366.33,0.6272,True
93,artifact,short_branch_artifact,5,5,35,44,246.8,350.4,0.5471,True
94,artifact,short_branch_artifact,4,4,35,41,227.0,140.25,0.6093,True
95,artifact,short_branch_artifact,3,3,35,39,235.67,293.67,0.6052,True
96,artifact,short_branch_artifact,4,4,35,41,242.0,390.0,0.5657,True
97,artifact,short_branch_artifact,3,3,35,41,241.33,401.67,0.6144,True
98,artifact,short_branch_artifact,4,4,35,44,242.0,270.75,0.5686,True
99,artifact,short_branch_artifact,3,3,35,39,246.33,232.0,0.584,True
100,artifact,short_branch_artifact,2,2,35,37,252.5,167.5,0.5751,False
101,artifact,short_branch_artifact,3,3,35,39,248.67,285.67,0.5859,True
102,artifact,short_branch_artifact,4,4,35,41,241.75,229.5,0.5886,True
103,artifact,short_branch_artifact,2,2,35,37,262.0,278.5,0.5939,False
104,artifact,short_branch_artifact,2,2,35,37,269.0,369.5,0.5535,False
105,artifact,short_branch_artifact,1,1,35,35,270.0,442.0,0.6068,False
106,artifact,short_branch_artifact,1,1,35,35,275.0,439.0,0.5914,False
107,artifact,short_branch_artifact,1,1,35,35,285.0,230.0,0.5516,False
108,artifact,short_branch_artifact,1,1,35,35,294.0,368.0,0.6001,False
109,artifact,short_branch_artifact,1,1,35,35,297.0,229.0,0.5589,False
110,artifact,short_branch_artifact,1,1,35,35,297.0,370.0,0.6049,False
111,artifact,short_branch_artifact,1,1,35,35,302.0,244.0,0.5814,False
112,artifact,short_branch_artifact,3,3,35,41,299.0,458.67,0.6108,True
113,artifact,short_branch_artifact,4,4,35,44,318.25,314.75,0.5928,True
114,artifact,short_branch_artifact,4,4,35,41,324.0,315.25,0.5918,True
115,artifact,short_branch_artifact,2,2,35,37,342.0,230.5,0.6169,False
116,artifact,short_branch_artifact,5,5,35,44,342.8,324.0,0.5864,True
117,artifact,short_branch_artifact,1,1,35,35,354.0,235.0,0.6163,False
118,artifact,short_branch_artifact,4,4,35,41,351.5,556.25,0.6212,True
119,artifact,short_branch_artifact,3,3,35,39,356.67,330.67,0.5941,True
120,artifact,short_branch_artifact,4,4,35,41,366.75,492.75,0.5737,True
121,artifact,short_branch_artifact,2,2,35,37,374.5,226.5,0.5925,False
122,artifact,short_branch_artifact,3,3,35,39,371.0,332.33,0.612,True
123,artifact,short_branch_artifact,4,4,35,41,382.75,387.25,0.6258,True
124,artifact,short_branch_artifact,1,1,35,35,386.0,444.0,0.5854,False
125,artifact,short_branch_artifact,4,4,35,44,389.25,440.0,0.6047,True
126,artifact,short_branch_artifact,1,1,35,35,396.0,448.0,0.597,False
127,artifact,short_branch_artifact,4,4,35,44,394.25,494.5,0.6051,True
128,artifact,short_branch_artifact,3,3,35,41,401.0,528.67,0.5997,True
129,artifact,short_branch_artifact,1,1,35,35,416.0,220.0,0.5875,False
130,artifact,short_branch_artifact,1,1,35,35,425.0,236.0,0.6261,False
131,artifact,short_branch_artifact,3,3,35,39,429.0,316.67,0.6248,True
132,artifact,short_branch_artifact,4,4,35,44,435.25,549.0,0.5804,True
133,artifact,short_branch_artifact,2,2,35,37,440.0,562.0,0.5976,False
134,artifact,short_branch_artifact,1,1,35,35,439.0,214.0,0.6122,False
135,artifact,short_branch_artifact,3,3,35,39,444.0,471.0,0.6299,True
136,bifurcation,bifurcation,1,1,35,35,259.0,360.0,0.9226,False
137,bifurcation,bifurcation,1,1,35,35,295.0,303.0,0.9861,False
138,bifurcation,bifurcation,1,1,35,35,320.0,492.0,0.9237,False
139,bifurcation,bifurcation,1,1,35,35,324.0,242.0,0.9739,False
140,bifurcation,bifurcation,1,1,35,35,338.0,227.0,1.0,False
141,bifurcation,bifurcation,1,1,35,35,344.0,251.0,0.9595,False
142,bifurcation,bifurcation,1,1,35,35,406.0,518.0,1.0,False
143,bifurcation,bifurcation,1,1,35,35,437.0,492.0,1.0,False
144,crossing_or_overlap,crossing_or_overlap,1,1,35,35,231.0,375.0,0.6625,False
145,crossing_or_overlap,crossing_or_overlap,2,2,35,37,308.0,494.5,0.9097,False
146,crossing_or_overlap,crossing_or_overlap,2,2,35,37,321.5,501.5,0.7949,False
147,uncertain,uncertain_complex_junction|uncertain_high_order_branch,2,2,35,37,207.5,301.0,0.6316,False
148,uncertain,uncertain_complex_junction,1,1,35,35,242.0,305.0,0.6582,False
149,artifact,short_branch_artifact,3,3,37,41,195.33,287.67,0.6257,True
150,artifact,short_branch_artifact,3,3,37,41,193.67,279.67,0.5178,True
151,artifact,short_branch_artifact,2,2,37,39,220.5,322.0,0.6223,False
152,artifact,short_branch_artifact,2,2,37,41,232.0,142.5,0.5713,False
153,artifact,short_branch_artifact,1,1,37,37,236.0,325.0,0.5731,False
154,artifact,short_branch_artifact,2,2,37,39,240.5,156.5,0.5398,False
155,artifact,short_branch_artifact,2,2,37,39,242.0,283.0,0.5956,False
156,artifact,short_branch_artifact,1,1,37,37,265.0,234.0,0.6058,False
157,artifact,short_branch_artifact,1,1,37,37,265.0,243.0,0.6208,False
158,artifact,short_branch_artifact,1,1,37,37,268.0,276.0,0.5955,False
159,artifact,short_branch_artifact,1,1,37,37,275.0,368.0,0.5885,False
160,artifact,short_branch_artifact,1,1,37,37,285.0,421.0,0.5983,False
161,artifact,short_branch_artifact,4,4,37,44,284.25,285.0,0.6094,True
162,artifact,short_branch_artifact,1,1,37,37,294.0,274.0,0.6359,False
163,artifact,short_branch_artifact,1,1,37,37,297.0,306.0,0.5998,False
164,artifact,short_branch_artifact,1,1,37,37,332.0,221.0,0.6386,False
165,artifact,short_branch_artifact,2,2,37,39,340.0,219.5,0.618,False
166,artifact,short_branch_artifact,2,2,37,39,358.5,330.0,0.6197,False
167,artifact,short_branch_artifact,1,1,37,37,375.0,210.0,0.6335,False
168,artifact,short_branch_artifact,1,1,37,37,377.0,215.0,0.6296,False
169,artifact,short_branch_artifact,1,1,37,37,384.0,333.0,0.6394,False
170,artifact,short_branch_artifact,2,2,37,41,380.5,585.5,0.6247,False
171,artifact,short_branch_artifact,4,4,37,44,399.5,592.5,0.6131,True
172,artifact,short_branch_artifact,1,1,37,37,411.0,522.0,0.6388,False
