track_id,broad_type,node_types,support_frames,observations,first_frame,last_frame,center_r,center_c,mean_confidence,stable
1,bifurcation,bifurcation,2,2,17,19,222.0,273.5,0.8941,False
2,artifact,short_branch_artifact,1,1,18,18,221.0,280.0,0.5536,False
3,artifact,short_branch_artifact,2,2,18,20,221.5,246.5,0.5698,False
4,artifact,short_branch_artifact,2,2,18,20,233.5,244.0,0.5363,False
5,artifact,short_branch_artifact,1,1,18,18,248.0,280.0,0.6331,False
6,artifact,short_branch_artifact,1,1,18,18,251.0,243.0,0.6401,False
7,artifact,short_branch_artifact,2,2,18,19,251.5,268.0,0.593,False
8,artifact,short_branch_artifact,1,1,19,19,297.0,314.0,0.6168,False
9,artifact,short_branch_artifact,2,2,19,23,317.0,357.0,0.6214,False
10,crossing_or_overlap,crossing_or_overlap,1,1,19,19,309.0,338.0,0.6491,False
11,crossing_or_overlap,crossing_or_overlap,1,1,19,19,316.0,358.0,0.7024,False
12,artifact,short_branch_artifact,6,6,20,27,241.0,381.0,0.5999,True
13,artifact,short_branch_artifact,5,5,20,25,234.4,367.6,0.6185,True
14,artifact,short_branch_artifact,3,3,20,22,277.33,291.0,0.5954,True
15,artifact,short_branch_artifact,1,1,20,20,324.0,398.0,0.605,False
16,bifurcation,bifurcation,3,3,20,22,251.67,392.0,0.9517,True
17,crossing_or_overlap,crossing_or_overlap,1,1,20,20,292.0,301.0,0.741,False
18,artifact,short_branch_artifact,2,2,21,22,218.5,403.0,0.596,False
19,artifact,short_branch_artifact,4,4,21,26,222.75,214.75,0.5188,True
20,artifact,short_branch_artifact,4,4,21,25,217.0,385.25,0.6178,True
21,artifact,short_branch_artifact,1,1,21,21,234.0,348.0,0.5889,False
22,artifact,short_branch_artifact,2,2,21,22,230.0,488.5,0.627,False
23,artifact,short_branch_artifact,4,4,21,27,247.75,389.5,0.6022,True
24,artifact,short_branch_artifact,3,3,21,23,262.67,262.33,0.5942,True
25,artifact,short_branch_artifact,3,3,21,23,272.0,278.33,0.609,True
26,bifurcation,bifurcation,1,1,21,21,319.0,374.0,0.8989,False
27,artifact,short_branch_artifact,1,1,22,22,235.0,490.0,0.6274,False
28,artifact,short_branch_artifact,1,1,22,22,237.0,481.0,0.6316,False
29,artifact,short_branch_artifact,1,1,22,22,279.0,548.0,0.6378,False
30,artifact,short_branch_artifact,1,1,22,22,320.0,375.0,0.5842,False
31,bifurcation,bifurcation,4,4,22,25,217.75,342.5,0.9946,True
32,bifurcation,bifurcation,2,2,22,26,242.0,372.0,0.9525,False
33,bifurcation,bifurcation,2,2,22,26,252.5,392.5,0.9026,False
34,bifurcation,bifurcation,1,1,22,22,389.0,312.0,1.0,False
35,artifact,short_branch_artifact,1,1,23,23,265.0,279.0,0.6201,False
36,artifact,short_branch_artifact,3,3,23,30,278.0,259.67,0.603,True
37,artifact,short_branch_artifact,9,9,23,40,293.22,282.56,0.5987,True
38,bifurcation,bifurcation,2,2,23,24,212.5,372.5,0.9738,False
39,artifact,short_branch_artifact,2,2,24,25,222.0,191.5,0.5273,False
40,artifact,short_branch_artifact,2,2,24,25,273.5,239.0,0.5942,False
41,artifact,short_branch_artifact,1,1,24,24,292.0,66.0,0.6343,False
42,artifact,short_branch_artifact,3,3,24,29,324.0,345.33,0.6039,True
43,artifact,short_branch_artifact,2,2,24,25,568.5,454.5,0.6306,False
44,bifurcation,bifurcation,1,1,24,24,383.0,267.0,1.0,False
45,crossing_or_overlap,crossing_or_overlap,1,1,24,24,213.0,446.0,0.858,False
46,artifact,short_branch_artifact,2,2,25,26,251.0,461.5,0.6327,False
47,artifact,short_branch_artifact,2,2,25,26,396.0,279.5,0.6362,False
48,artifact,short_branch_artifact,5,5,25,31,620.6,629.2,0.5921,True
49,bifurcation,bifurcation,1,1,25,25,289.0,66.0,0.9263,False
50,bifurcation,bifurcation,1,1,25,25,435.0,277.0,0.9611,False
51,artifact,short_branch_artifact,1,1,26,26,498.0,427.0,0.6107,False
52,bifurcation,bifurcation,1,1,26,26,212.0,216.0,0.9268,False
53,bifurcation,bifurcation,1,1,26,26,230.0,413.0,0.9333,False
54,bifurcation,bifurcation,1,1,26,26,249.0,436.0,0.9744,False
55,bifurcation,bifurcation,1,1,26,26,259.0,434.0,1.0,False
56,crossing_or_overlap,crossing_or_overlap,2,2,26,27,577.5,475.0,0.8954,False
57,crossing_or_overlap,crossing_or_overlap,1,1,26,26,633.0,619.0,0.7791,False
58,uncertain,uncertain_high_order_branch,1,1,26,26,327.0,369.0,0.7209,False
59,artifact,short_branch_artifact,1,1,27,27,222.0,238.0,0.6044,False
60,artifact,short_branch_artifact,7,7,27,38,264.71,241.86,0.5709,True
61,artifact,short_branch_artifact,1,1,27,27,256.0,379.0,0.5734,False
62,artifact,short_branch_artifact,15,15,27,50,257.6,377.87,0.5618,True
63,artifact,short_branch_artifact,1,1,27,27,279.0,473.0,0.6153,False
64,artifact,short_branch_artifact,1,1,27,27,298.0,300.0,0.5858,False
65,artifact,short_branch_artifact,1,1,27,27,311.0,298.0,0.637,False
66,artifact,short_branch_artifact,1,1,27,27,335.0,392.0,0.6124,False
67,artifact,short_branch_artifact,1,1,27,27,508.0,452.0,0.6349,False
68,artifact,short_branch_artifact,3,3,27,30,621.67,631.0,0.5796,True
69,bifurcation,bifurcation,1,1,27,27,249.0,406.0,0.8659,False
70,bifurcation,bifurcation,1,1,27,27,269.0,473.0,1.0,False
71,bifurcation,bifurcation,5,5,27,32,309.4,495.0,0.9634,True
72,bifurcation,bifurcation,1,1,27,27,407.0,325.0,1.0,False
73,crossing_or_overlap,crossing_or_overlap,1,1,27,27,275.0,398.0,0.9098,False
