track_id,broad_type,node_types,support_frames,observations,first_frame,last_frame,center_r,center_c,mean_confidence,stable
1,bifurcation,bifurcation,2,2,17,18,220.0,276.5,0.9674,False
2,artifact,short_branch_artifact,1,1,20,20,325.0,401.0,0.6166,False
3,bifurcation,bifurcation,1,1,20,20,214.0,243.0,0.9977,False
4,artifact,short_branch_artifact,4,4,21,26,314.25,366.25,0.5907,True
5,bifurcation,bifurcation,1,1,21,21,203.0,225.0,0.8708,False
6,artifact,short_branch_artifact,1,1,22,22,222.0,354.0,0.6395,False
7,artifact,short_branch_artifact,1,1,22,22,268.0,292.0,0.5969,False
8,artifact,short_branch_artifact,1,1,23,23,259.0,253.0,0.621,False
9,artifact,short_branch_artifact,1,1,24,24,269.0,232.0,0.5633,False
10,bifurcation,bifurcation,2,2,24,25,316.0,343.0,0.903,False
11,bifurcation,bifurcation,1,1,24,24,374.0,266.0,0.9699,False
12,bifurcation,bifurcation,2,2,26,27,218.0,225.0,0.9832,False
13,bifurcation,bifurcation,1,1,26,26,574.0,468.0,1.0,False
14,artifact,short_branch_artifact,1,1,27,27,335.0,394.0,0.627,False
15,artifact,short_branch_artifact,1,1,27,27,582.0,486.0,0.6296,False
16,bifurcation,bifurcation,1,1,27,27,283.0,276.0,0.9467,False
17,artifact,short_branch_artifact,2,2,28,32,320.0,315.0,0.6159,False
18,bifurcation,bifurcation,2,2,28,32,237.0,246.5,0.9526,False
19,crossing_or_overlap,crossing_or_overlap,1,1,28,28,357.0,407.0,0.6591,False
20,artifact,short_branch_artifact,6,6,29,38,270.67,384.5,0.5675,True
21,artifact,short_branch_artifact,3,3,29,31,338.33,348.33,0.6124,True
22,artifact,short_branch_artifact,3,3,29,31,378.67,432.67,0.5957,True
23,bifurcation,bifurcation,2,2,29,31,246.5,263.5,0.9717,False
24,artifact,short_branch_artifact,1,1,30,30,247.0,269.0,0.602,False
25,artifact,short_branch_artifact,1,1,30,30,252.0,257.0,0.5423,False
26,artifact,short_branch_artifact,1,1,30,30,297.0,490.0,0.5879,False
27,bifurcation,bifurcation,1,1,30,30,282.0,443.0,0.8127,False
28,bifurcation,bifurcation,1,1,30,30,449.0,385.0,0.9597,False
29,artifact,short_branch_artifact,1,1,31,31,279.0,433.0,0.5028,False
30,artifact,short_branch_artifact,1,1,31,31,446.0,384.0,0.613,False
31,bifurcation,bifurcation,2,2,31,32,279.0,393.0,0.957,False
32,artifact,short_branch_artifact,1,1,32,32,269.0,418.0,0.5311,False
33,artifact,short_branch_artifact,4,4,32,37,257.25,374.75,0.5568,True
34,bifurcation,bifurcation,1,1,32,32,299.0,406.0,0.9788,False
35,bifurcation,bifurcation,1,1,32,32,357.0,401.0,0.9128,False
36,bifurcation,bifurcation,1,1,32,32,603.0,503.0,0.9701,False
37,artifact,short_branch_artifact,4,4,33,37,232.0,399.75,0.6019,True
38,artifact,short_branch_artifact,6,6,33,38,252.67,456.17,0.5868,True
39,artifact,short_branch_artifact,1,1,33,33,280.0,395.0,0.5014,False
40,artifact,short_branch_artifact,2,2,33,35,297.0,292.0,0.6199,False
41,artifact,short_branch_artifact,1,1,33,33,311.0,290.0,0.6161,False
42,artifact,short_branch_artifact,1,1,33,33,423.0,312.0,0.6225,False
43,artifact,short_branch_artifact,1,1,33,33,600.0,463.0,0.6246,False
44,bifurcation,bifurcation,1,1,33,33,223.0,230.0,0.9992,False
45,bifurcation,bifurcation,2,2,33,35,256.5,387.0,0.9568,False
46,bifurcation,bifurcation,1,1,33,33,255.0,354.0,0.8207,False
47,bifurcation,bifurcation,2,2,33,34,340.0,373.5,0.9144,False
48,artifact,short_branch_artifact,1,1,34,34,234.0,330.0,0.608,False
49,artifact,short_branch_artifact,3,3,34,38,230.67,394.33,0.6075,True
50,artifact,short_branch_artifact,3,3,34,37,229.33,375.67,0.5898,True
51,artifact,short_branch_artifact,2,2,34,38,236.5,351.0,0.5958,False
52,artifact,short_branch_artifact,1,1,34,34,242.0,408.0,0.5998,False
53,artifact,short_branch_artifact,1,1,34,34,246.0,412.0,0.6386,False
54,artifact,short_branch_artifact,1,1,34,34,252.0,346.0,0.6072,False
55,artifact,short_branch_artifact,3,3,34,38,254.67,462.33,0.5667,True
56,artifact,short_branch_artifact,2,2,34,37,272.0,475.5,0.5721,False
57,artifact,short_branch_artifact,1,1,34,34,279.0,263.0,0.6292,False
58,bifurcation,bifurcation,1,1,34,34,413.0,310.0,1.0,False
59,bifurcation,bifurcation,2,2,34,35,595.5,457.0,1.0,False
60,crossing_or_overlap,crossing_or_overlap,1,1,34,34,233.0,408.0,0.7035,False
61,artifact,short_branch_artifact,2,2,35,37,210.0,201.0,0.6082,False
62,artifact,short_branch_artifact,1,1,35,35,314.0,511.0,0.6094,False
63,artifact,short_branch_artifact,1,1,35,35,330.0,367.0,0.6084,False
64,bifurcation,bifurcation,2,2,35,38,233.5,375.0,0.9165,False
65,bifurcation,bifurcation,3,3,35,38,233.33,342.67,0.9921,True
66,bifurcation,bifurcation,1,1,35,35,648.0,606.0,1.0,False
67,artifact,short_branch_artifact,1,1,36,36,231.0,446.0,0.5496,False
68,artifact,short_branch_artifact,3,3,36,38,249.33,375.0,0.5479,True
69,artifact,short_branch_artifact,3,3,36,38,280.67,241.67,0.5997,True
70,artifact,short_branch_artifact,2,2,36,38,292.0,493.0,0.5873,False
71,artifact,short_branch_artifact,2,2,36,37,402.0,273.5,0.6277,False
72,artifact,short_branch_artifact,1,1,36,36,586.0,446.0,0.6355,False
73,bifurcation,bifurcation,2,2,36,38,228.5,399.0,0.9834,False
74,uncertain,uncertain_high_order_branch,1,1,36,36,238.0,456.0,0.6871,False
75,uncertain,uncertain_high_order_branch,1,1,36,36,317.0,339.0,0.594,False
76,artifact,short_branch_artifact,1,1,37,37,224.0,365.0,0.6193,False
77,artifact,short_branch_artifact,1,1,37,37,313.0,378.0,0.6119,False
78,bifurcation,bifurcation,2,2,37,38,320.5,343.0,0.9682,False
79,bifurcation,bifurcation,2,2,37,38,575.5,454.5,0.9768,False
80,crossing_or_overlap,crossing_or_overlap,1,1,37,37,232.0,446.0,0.8452,False
81,bifurcation,bifurcation,1,1,38,38,211.0,204.0,0.9729,False
82,bifurcation,bifurcation,1,1,38,38,240.0,449.0,1.0,False
83,bifurcation,bifurcation,1,1,38,38,250.0,354.0,0.9029,False
84,bifurcation,bifurcation,1,1,38,38,396.0,272.0,0.9899,False
