name,frame_num,raw_bifurcation,crossing_or_overlap,artifact,uncertain,stable_bifurcation
p0001_00000002_f0019_1,19,1,0,10,0,0
p0001_00000002_f0024_1,24,4,1,31,0,0
p0001_00000002_f0026_1,26,9,3,33,1,0
p0001_00000002_f0035_1,35,8,3,50,2,0
p0001_00000002_f0037_1,37,8,6,71,1,0
p0001_00000002_f0039_1,39,6,7,60,2,0
p0001_00000002_f0041_1,41,10,2,57,2,0
p0001_00000002_f0044_1,44,9,2,73,0,0
p0001_00000002_f0051_1,51,8,4,64,1,0
p0001_00000002_f0053_1,53,6,8,68,1,0
