track_id,stable,broad_type,name,frame_id,frame_num,node_id,pixel_r,pixel_c,node_type,confidence
1,False,bifurcation,p0006_00000001_f0017_5,f0017,17,0,220.0,279.0,bifurcation,0.8823
1,False,bifurcation,p0006_00000001_f0019_5,f0019,19,0,224.0,268.0,bifurcation,0.9059
2,False,artifact,p0006_00000001_f0018_5,f0018,18,0,221.0,280.0,short_branch_artifact,0.5536
3,False,artifact,p0006_00000001_f0018_5,f0018,18,2,226.0,254.0,short_branch_artifact,0.5918
3,False,artifact,p0006_00000001_f0020_5,f0020,20,1,217.0,239.0,short_branch_artifact,0.5479
4,False,artifact,p0006_00000001_f0018_5,f0018,18,4,234.0,252.0,short_branch_artifact,0.535
4,False,artifact,p0006_00000001_f0020_5,f0020,20,6,233.0,236.0,short_branch_artifact,0.5375
5,False,artifact,p0006_00000001_f0018_5,f0018,18,9,248.0,280.0,short_branch_artifact,0.6331
6,False,artifact,p0006_00000001_f0018_5,f0018,18,13,251.0,243.0,short_branch_artifact,0.6401
7,False,artifact,p0006_00000001_f0018_5,f0018,18,11,252.0,269.0,short_branch_artifact,0.6
7,False,artifact,p0006_00000001_f0019_5,f0019,19,11,251.0,267.0,short_branch_artifact,0.5861
8,False,artifact,p0006_00000001_f0019_5,f0019,19,24,297.0,314.0,short_branch_artifact,0.6168
9,False,artifact,p0006_00000001_f0019_5,f0019,19,31,323.0,353.0,short_branch_artifact,0.6453
9,False,artifact,p0006_00000001_f0023_5,f0023,23,64,311.0,361.0,short_branch_artifact,0.5975
10,False,crossing_or_overlap,p0006_00000001_f0019_5,f0019,19,27,309.0,338.0,crossing_or_overlap,0.6491
11,False,crossing_or_overlap,p0006_00000001_f0019_5,f0019,19,29,316.0,358.0,crossing_or_overlap,0.7024
12,True,artifact,p0006_00000001_f0020_5,f0020,20,16,242.0,399.0,short_branch_artifact,0.6255
12,True,artifact,p0006_00000001_f0021_5,f0021,21,28,232.0,385.0,short_branch_artifact,0.5774
12,True,artifact,p0006_00000001_f0023_5,f0023,23,18,238.0,384.0,short_branch_artifact,0.5978
12,True,artifact,p0006_00000001_f0024_5,f0024,24,26,237.0,378.0,short_branch_artifact,0.6081
12,True,artifact,p0006_00000001_f0025_5,f0025,25,17,242.0,376.0,short_branch_artifact,0.6053
12,True,artifact,p0006_00000001_f0027_5,f0027,27,14,255.0,364.0,short_branch_artifact,0.5854
13,True,artifact,p0006_00000001_f0020_5,f0020,20,21,245.0,369.0,short_branch_artifact,0.6069
13,True,artifact,p0006_00000001_f0021_5,f0021,21,27,231.0,362.0,short_branch_artifact,0.6351
13,True,artifact,p0006_00000001_f0023_5,f0023,23,17,237.0,366.0,short_branch_artifact,0.628
13,True,artifact,p0006_00000001_f0024_5,f0024,24,25,237.0,374.0,short_branch_artifact,0.6174
13,True,artifact,p0006_00000001_f0025_5,f0025,25,9,222.0,367.0,short_branch_artifact,0.6053
14,True,artifact,p0006_00000001_f0020_5,f0020,20,33,281.0,282.0,short_branch_artifact,0.6117
14,True,artifact,p0006_00000001_f0021_5,f0021,21,56,279.0,295.0,short_branch_artifact,0.5853
14,True,artifact,p0006_00000001_f0022_5,f0022,22,53,272.0,296.0,short_branch_artifact,0.5892
15,False,artifact,p0006_00000001_f0020_5,f0020,20,46,324.0,398.0,short_branch_artifact,0.605
16,True,bifurcation,p0006_00000001_f0020_5,f0020,20,28,262.0,400.0,bifurcation,1.0
16,True,bifurcation,p0006_00000001_f0021_5,f0021,21,41,251.0,390.0,bifurcation,0.9341
16,True,bifurcation,p0006_00000001_f0022_5,f0022,22,38,242.0,386.0,bifurcation,0.921
17,False,crossing_or_overlap,p0006_00000001_f0020_5,f0020,20,34,292.0,301.0,crossing_or_overlap,0.741
18,False,artifact,p0006_00000001_f0021_5,f0021,21,16,221.0,405.0,short_branch_artifact,0.5886
