name,frame_num,raw_bifurcation,crossing_or_overlap,artifact,uncertain,stable_bifurcation
p0001_00000003_f0014_1,14,0,0,0,0,0
p0001_00000003_f0016_1,16,0,0,5,0,0
p0001_00000003_f0017_1,17,0,0,5,0,0
p0001_00000003_f0026_1,26,10,2,31,0,0
p0001_00000003_f0028_1,28,6,6,23,2,0
p0001_00000003_f0029_1,29,5,6,31,2,0
p0001_00000003_f0032_1,32,12,3,47,1,0
