track_id,broad_type,node_types,support_frames,observations,first_frame,last_frame,center_r,center_c,mean_confidence,stable
50,artifact,short_branch_artifact,1,1,31,31,247.0,312.0,0.6235,False
51,artifact,short_branch_artifact,1,1,31,31,247.0,324.0,0.6319,False
52,artifact,short_branch_artifact,1,1,31,31,280.0,327.0,0.6,False
53,artifact,short_branch_artifact,4,4,31,37,265.5,310.5,0.5615,True
54,artifact,short_branch_artifact,1,1,31,31,288.0,306.0,0.5149,False
55,artifact,short_branch_artifact,1,1,31,31,292.0,296.0,0.5434,False
56,artifact,short_branch_artifact,1,1,31,31,460.0,220.0,0.5647,False
57,bifurcation,bifurcation,1,1,31,31,310.0,265.0,0.9081,False
58,bifurcation,bifurcation,1,1,31,31,314.0,295.0,1.0,False
59,bifurcation,bifurcation,1,1,31,31,374.0,246.0,0.9762,False
60,artifact,short_branch_artifact,2,2,34,36,202.0,270.0,0.6371,False
61,artifact,short_branch_artifact,1,1,34,34,232.0,282.0,0.5646,False
62,artifact,short_branch_artifact,3,3,34,37,270.33,276.0,0.5905,True
63,artifact,short_branch_artifact,1,1,34,34,379.0,194.0,0.6091,False
64,artifact,short_branch_artifact,1,1,34,34,382.0,188.0,0.5193,False
65,artifact,short_branch_artifact,1,1,34,34,393.0,185.0,0.6117,False
66,artifact,short_branch_artifact,1,1,34,34,398.0,176.0,0.6219,False
67,artifact,short_branch_artifact,1,1,34,34,454.0,176.0,0.5719,False
68,bifurcation,bifurcation,1,1,34,34,182.0,280.0,1.0,False
69,bifurcation,bifurcation,2,2,34,37,235.0,303.5,0.9404,False
70,bifurcation,bifurcation,2,2,34,36,275.0,242.5,0.9747,False
71,bifurcation,bifurcation,1,1,34,34,299.0,225.0,0.9204,False
72,crossing_or_overlap,crossing_or_overlap,1,1,34,34,290.0,246.0,0.8827,False
73,artifact,short_branch_artifact,3,3,36,39,200.0,292.0,0.6227,True
74,artifact,short_branch_artifact,1,1,36,36,237.0,261.0,0.5845,False
75,artifact,short_branch_artifact,2,2,36,39,247.5,243.5,0.6323,False
76,artifact,short_branch_artifact,2,2,36,37,262.0,302.0,0.5733,False
77,artifact,short_branch_artifact,2,2,36,37,266.0,270.5,0.6109,False
78,artifact,short_branch_artifact,2,2,36,37,271.5,219.5,0.6154,False
79,artifact,short_branch_artifact,2,2,36,39,280.5,230.5,0.6,False
80,bifurcation,bifurcation,1,1,36,36,286.0,209.0,0.8389,False
81,artifact,short_branch_artifact,1,1,37,37,213.0,248.0,0.6179,False
82,artifact,short_branch_artifact,1,1,37,37,215.0,241.0,0.5773,False
83,artifact,short_branch_artifact,1,1,37,37,249.0,199.0,0.6247,False
84,artifact,short_branch_artifact,1,1,37,37,252.0,206.0,0.6068,False
85,artifact,short_branch_artifact,1,1,37,37,253.0,220.0,0.595,False
86,artifact,short_branch_artifact,1,1,37,37,263.0,276.0,0.5908,False
87,artifact,short_branch_artifact,1,1,37,37,270.0,206.0,0.5952,False
88,artifact,short_branch_artifact,1,1,37,37,275.0,190.0,0.5588,False
89,artifact,short_branch_artifact,1,1,37,37,360.0,135.0,0.6016,False
90,artifact,short_branch_artifact,1,1,37,37,426.0,140.0,0.5077,False
91,bifurcation,bifurcation,1,1,37,37,242.0,193.0,0.8746,False
92,bifurcation,bifurcation,1,1,37,37,349.0,144.0,0.8396,False
93,crossing_or_overlap,crossing_or_overlap,1,1,37,37,199.0,286.0,0.824,False
94,artifact,short_branch_artifact,1,1,39,39,274.0,311.0,0.6271,False
95,artifact,short_branch_artifact,1,1,39,39,284.0,275.0,0.5552,False
96,artifact,short_branch_artifact,1,1,39,39,289.0,253.0,0.568,False
97,artifact,short_branch_artifact,1,1,39,39,291.0,241.0,0.624,False
98,artifact,short_branch_artifact,1,1,39,39,296.0,239.0,0.5885,False
99,artifact,short_branch_artifact,1,1,39,39,301.0,225.0,0.567,False
100,artifact,short_branch_artifact,1,1,39,39,322.0,255.0,0.6062,False
101,artifact,short_branch_artifact,1,1,39,39,401.0,165.0,0.6436,False
102,artifact,short_branch_artifact,1,1,39,39,447.0,169.0,0.5423,False
103,uncertain,uncertain_complex_junction,1,1,39,39,386.0,183.0,0.72,False
