track_id,stable,broad_type,name,frame_id,frame_num,node_id,pixel_r,pixel_c,node_type,confidence
1,False,bifurcation,p0001_00000001_f0013_4,f0013,13,0,157.0,252.0,bifurcation,0.974
1,False,bifurcation,p0001_00000001_f0015_4,f0015,15,0,162.0,261.0,bifurcation,1.0
2,False,artifact,p0001_00000001_f0014_4,f0014,14,2,162.0,249.0,short_branch_artifact,0.6042
3,False,bifurcation,p0001_00000001_f0014_4,f0014,14,13,225.0,184.0,bifurcation,0.992
4,False,artifact,p0001_00000001_f0015_4,f0015,15,6,177.0,307.0,short_branch_artifact,0.5986
5,False,artifact,p0001_00000001_f0015_4,f0015,15,8,185.0,307.0,short_branch_artifact,0.5548
6,False,artifact,p0001_00000001_f0015_4,f0015,15,11,187.0,281.0,short_branch_artifact,0.6427
7,False,artifact,p0001_00000001_f0015_4,f0015,15,17,215.0,173.0,short_branch_artifact,0.5907
8,True,artifact,p0001_00000001_f0015_4,f0015,15,22,234.0,149.0,short_branch_artifact,0.6209
8,True,artifact,p0001_00000001_f0016_4,f0016,16,25,251.0,153.0,short_branch_artifact,0.6293
8,True,artifact,p0001_00000001_f0017_4,f0017,17,25,246.0,167.0,short_branch_artifact,0.6261
9,False,artifact,p0001_00000001_f0015_4,f0015,15,27,248.0,190.0,short_branch_artifact,0.6256
9,False,artifact,p0001_00000001_f0016_4,f0016,16,28,262.0,198.0,short_branch_artifact,0.6059
10,False,artifact,p0001_00000001_f0016_4,f0016,16,18,230.0,184.0,short_branch_artifact,0.6322
10,False,artifact,p0001_00000001_f0017_4,f0017,17,27,247.0,179.0,short_branch_artifact,0.6133
11,True,artifact,p0001_00000001_f0016_4,f0016,16,19,233.0,203.0,short_branch_artifact,0.5144
11,True,artifact,p0001_00000001_f0017_4,f0017,17,23,239.0,198.0,short_branch_artifact,0.6109
11,True,artifact,p0001_00000001_f0018_4,f0018,18,21,248.0,207.0,short_branch_artifact,0.6425
11,True,artifact,p0001_00000001_f0019_4,f0019,19,28,246.0,214.0,short_branch_artifact,0.6466
11,True,artifact,p0001_00000001_f0020_4,f0020,20,35,257.0,214.0,short_branch_artifact,0.5814
11,True,artifact,p0001_00000001_f0021_4,f0021,21,44,265.0,210.0,short_branch_artifact,0.6038
11,True,artifact,p0001_00000001_f0022_4,f0022,22,44,263.0,206.0,short_branch_artifact,0.6017
11,True,artifact,p0001_00000001_f0023_4,f0023,23,59,265.0,199.0,short_branch_artifact,0.6069
11,True,artifact,p0001_00000001_f0024_4,f0024,24,51,256.0,186.0,short_branch_artifact,0.6224
11,True,artifact,p0001_00000001_f0025_4,f0025,25,62,263.0,185.0,short_branch_artifact,0.5243
12,False,bifurcation,p0001_00000001_f0016_4,f0016,16,0,177.0,275.0,bifurcation,1.0
12,False,bifurcation,p0001_00000001_f0017_4,f0017,17,2,185.0,290.0,bifurcation,1.0
13,True,bifurcation,p0001_00000001_f0016_4,f0016,16,11,203.0,295.0,bifurcation,0.9909
13,True,bifurcation,p0001_00000001_f0018_4,f0018,18,2,196.0,297.0,bifurcation,1.0
13,True,bifurcation,p0001_00000001_f0019_4,f0019,19,6,194.0,300.0,bifurcation,1.0
14,False,crossing_or_overlap,p0001_00000001_f0016_4,f0016,16,2,185.0,295.0,crossing_or_overlap,0.6594
15,False,uncertain,p0001_00000001_f0016_4,f0016,16,6,192.0,317.0,uncertain_high_order_branch,0.7036
16,False,artifact,p0001_00000001_f0017_4,f0017,17,6,192.0,330.0,short_branch_artifact,0.4821
17,True,artifact,p0001_00000001_f0017_4,f0017,17,9,196.0,331.0,short_branch_artifact,0.595
17,True,artifact,p0001_00000001_f0018_4,f0018,18,4,199.0,325.0,short_branch_artifact,0.5884
17,True,artifact,p0001_00000001_f0021_4,f0021,21,15,205.0,326.0,short_branch_artifact,0.6023
17,True,artifact,p0001_00000001_f0022_4,f0022,22,11,205.0,332.0,short_branch_artifact,0.5697
17,True,artifact,p0001_00000001_f0023_4,f0023,23,7,207.0,325.0,short_branch_artifact,0.5879
17,True,artifact,p0001_00000001_f0024_4,f0024,24,5,202.0,316.0,short_branch_artifact,0.6026
17,True,artifact,p0001_00000001_f0025_4,f0025,25,7,201.0,322.0,short_branch_artifact,0.5942
18,True,artifact,p0001_00000001_f0017_4,f0017,17,16,213.0,327.0,short_branch_artifact,0.5954
18,True,artifact,p0001_00000001_f0018_4,f0018,18,9,210.0,321.0,short_branch_artifact,0.6303
18,True,artifact,p0001_00000001_f0019_4,f0019,19,22,225.0,324.0,short_branch_artifact,0.5851
18,True,artifact,p0001_00000001_f0020_4,f0020,20,28,230.0,321.0,short_branch_artifact,0.5861
18,True,artifact,p0001_00000001_f0021_4,f0021,21,32,229.0,319.0,short_branch_artifact,0.5832
18,True,artifact,p0001_00000001_f0022_4,f0022,22,18,212.0,314.0,short_branch_artifact,0.5675
18,True,artifact,p0001_00000001_f0023_4,f0023,23,8,209.0,308.0,short_branch_artifact,0.5827
18,True,artifact,p0001_00000001_f0024_4,f0024,24,7,204.0,299.0,short_branch_artifact,0.5513
18,True,artifact,p0001_00000001_f0026_4,f0026,26,13,210.0,309.0,short_branch_artifact,0.6002
19,True,artifact,p0001_00000001_f0017_4,f0017,17,18,215.0,310.0,short_branch_artifact,0.6202
19,True,artifact,p0001_00000001_f0021_4,f0021,21,23,215.0,317.0,short_branch_artifact,0.5789
19,True,artifact,p0001_00000001_f0022_4,f0022,22,12,206.0,317.0,short_branch_artifact,0.6098
19,True,artifact,p0001_00000001_f0023_4,f0023,23,14,214.0,329.0,short_branch_artifact,0.6204
19,True,artifact,p0001_00000001_f0024_4,f0024,24,13,209.0,316.0,short_branch_artifact,0.6265
19,True,artifact,p0001_00000001_f0025_4,f0025,25,8,201.0,328.0,short_branch_artifact,0.5701
20,False,artifact,p0001_00000001_f0017_4,f0017,17,29,254.0,174.0,short_branch_artifact,0.6325
21,False,artifact,p0001_00000001_f0017_4,f0017,17,28,256.0,166.0,short_branch_artifact,0.6188
22,False,bifurcation,p0001_00000001_f0017_4,f0017,17,5,193.0,362.0,bifurcation,0.9258
22,False,bifurcation,p0001_00000001_f0018_4,f0018,18,5,202.0,371.0,bifurcation,0.9606
23,False,bifurcation,p0001_00000001_f0017_4,f0017,17,35,273.0,216.0,bifurcation,0.9843
23,False,bifurcation,p0001_00000001_f0018_4,f0018,18,33,286.0,225.0,bifurcation,0.9113
24,True,artifact,p0001_00000001_f0018_4,f0018,18,23,254.0,233.0,short_branch_artifact,0.5514
24,True,artifact,p0001_00000001_f0022_4,f0022,22,46,267.0,231.0,short_branch_artifact,0.5884
24,True,artifact,p0001_00000001_f0025_4,f0025,25,55,257.0,238.0,short_branch_artifact,0.6312
25,False,bifurcation,p0001_00000001_f0018_4,f0018,18,6,203.0,341.0,bifurcation,1.0
26,True,bifurcation,p0001_00000001_f0018_4,f0018,18,13,226.0,321.0,bifurcation,1.0
26,True,bifurcation,p0001_00000001_f0019_4,f0019,19,25,234.0,323.0,bifurcation,0.9291
26,True,bifurcation,p0001_00000001_f0020_4,f0020,20,32,242.0,320.0,bifurcation,0.9807
26,True,bifurcation,p0001_00000001_f0021_4,f0021,21,39,241.0,319.0,bifurcation,0.9736
26,True,bifurcation,p0001_00000001_f0023_4,f0023,23,43,243.0,303.0,bifurcation,0.9785
26,True,bifurcation,p0001_00000001_f0024_4,f0024,24,39,239.0,289.0,bifurcation,0.9682
26,True,bifurcation,p0001_00000001_f0026_4,f0026,26,40,242.0,281.0,bifurcation,1.0
27,True,artifact,p0001_00000001_f0019_4,f0019,19,10,201.0,370.0,short_branch_artifact,0.5792
27,True,artifact,p0001_00000001_f0020_4,f0020,20,9,202.0,379.0,short_branch_artifact,0.5764
27,True,artifact,p0001_00000001_f0021_4,f0021,21,8,198.0,389.0,short_branch_artifact,0.6281
28,True,artifact,p0001_00000001_f0019_4,f0019,19,16,212.0,345.0,short_branch_artifact,0.548
28,True,artifact,p0001_00000001_f0020_4,f0020,20,17,209.0,350.0,short_branch_artifact,0.5564
28,True,artifact,p0001_00000001_f0021_4,f0021,21,28,224.0,341.0,short_branch_artifact,0.5479
28,True,artifact,p0001_00000001_f0022_4,f0022,22,17,210.0,335.0,short_branch_artifact,0.6239
28,True,artifact,p0001_00000001_f0023_4,f0023,23,11,210.0,351.0,short_branch_artifact,0.5353
28,True,artifact,p0001_00000001_f0024_4,f0024,24,10,206.0,353.0,short_branch_artifact,0.5767
28,True,artifact,p0001_00000001_f0026_4,f0026,26,10,209.0,347.0,short_branch_artifact,0.5925
29,True,artifact,p0001_00000001_f0019_4,f0019,19,18,215.0,353.0,short_branch_artifact,0.5358
29,True,artifact,p0001_00000001_f0020_4,f0020,20,14,208.0,366.0,short_branch_artifact,0.5946
29,True,artifact,p0001_00000001_f0021_4,f0021,21,12,205.0,379.0,short_branch_artifact,0.5769
29,True,artifact,p0001_00000001_f0022_4,f0022,22,8,201.0,381.0,short_branch_artifact,0.6045
29,True,artifact,p0001_00000001_f0025_4,f0025,25,5,199.0,379.0,short_branch_artifact,0.614
30,False,artifact,p0001_00000001_f0019_4,f0019,19,38,281.0,318.0,short_branch_artifact,0.6125
30,False,artifact,p0001_00000001_f0020_4,f0020,20,48,280.0,328.0,short_branch_artifact,0.5875
31,True,artifact,p0001_00000001_f0019_4,f0019,19,37,283.0,234.0,short_branch_artifact,0.5694
31,True,artifact,p0001_00000001_f0020_4,f0020,20,53,293.0,241.0,short_branch_artifact,0.5852
31,True,artifact,p0001_00000001_f0021_4,f0021,21,61,299.0,239.0,short_branch_artifact,0.6236
31,True,artifact,p0001_00000001_f0022_4,f0022,22,68,307.0,225.0,short_branch_artifact,0.6222
31,True,artifact,p0001_00000001_f0023_4,f0023,23,89,303.0,223.0,short_branch_artifact,0.6266
31,True,artifact,p0001_00000001_f0024_4,f0024,24,87,301.0,210.0,short_branch_artifact,0.6346
32,True,crossing_or_overlap,p0001_00000001_f0019_4,f0019,19,11,207.0,327.0,crossing_or_overlap,0.6979
32,True,crossing_or_overlap,p0001_00000001_f0020_4,f0020,20,16,209.0,343.0,crossing_or_overlap,0.8117
32,True,crossing_or_overlap,p0001_00000001_f0021_4,f0021,21,16,207.0,343.0,crossing_or_overlap,0.8304
33,False,uncertain,p0001_00000001_f0019_4,f0019,19,12,206.0,348.0,uncertain_complex_junction,0.6743
34,True,artifact,p0001_00000001_f0020_4,f0020,20,5,198.0,301.0,short_branch_artifact,0.5955
34,True,artifact,p0001_00000001_f0021_4,f0021,21,11,202.0,290.0,short_branch_artifact,0.6359
34,True,artifact,p0001_00000001_f0022_4,f0022,22,6,200.0,285.0,short_branch_artifact,0.6237
34,True,artifact,p0001_00000001_f0024_4,f0024,24,15,211.0,290.0,short_branch_artifact,0.5718
34,True,artifact,p0001_00000001_f0025_4,f0025,25,20,217.0,290.0,short_branch_artifact,0.6231
34,True,artifact,p0001_00000001_f0026_4,f0026,26,15,215.0,280.0,short_branch_artifact,0.5929
35,False,artifact,p0001_00000001_f0020_4,f0020,20,54,291.0,321.0,short_branch_artifact,0.5821
36,True,artifact,p0001_00000001_f0020_4,f0020,20,55,292.0,313.0,short_branch_artifact,0.6023
36,True,artifact,p0001_00000001_f0023_4,f0023,23,87,302.0,303.0,short_branch_artifact,0.5858
36,True,artifact,p0001_00000001_f0024_4,f0024,24,93,307.0,312.0,short_branch_artifact,0.6277
37,True,artifact,p0001_00000001_f0020_4,f0020,20,62,309.0,305.0,short_branch_artifact,0.5406
