name,series_id,frame_id,annotator_id,length_px,radius_median_px,signal_mean
p0004_00000003_f0021_3,00000003,f0021,3,9.243,5.831,0.94561
p0004_00000003_f0021_3,00000003,f0021,3,21.485,3.0,0.58951
p0004_00000003_f0021_3,00000003,f0021,3,22.899,2.0,0.43956
p0004_00000003_f0021_3,00000003,f0021,3,7.243,6.325,0.94805
p0004_00000003_f0021_3,00000003,f0021,3,7.243,3.0,0.67932
p0004_00000003_f0021_3,00000003,f0021,3,2.414,6.325,0.98368
p0004_00000003_f0021_3,00000003,f0021,3,12.485,2.236,0.71392
p0004_00000003_f0021_3,00000003,f0021,3,5.414,6.041,0.97786
p0004_00000003_f0021_3,00000003,f0021,3,70.213,2.236,0.78569
p0004_00000003_f0021_3,00000003,f0021,3,3.828,5.608,0.96503
p0004_00000003_f0021_3,00000003,f0021,3,6.657,4.123,0.50699
p0004_00000003_f0021_3,00000003,f0021,3,22.556,5.0,0.98969
p0004_00000003_f0021_3,00000003,f0021,3,6.414,3.0,0.61239
p0004_00000003_f0021_3,00000003,f0021,3,5.243,2.236,0.5986
p0004_00000003_f0021_3,00000003,f0021,3,2.828,6.403,0.98135
p0004_00000003_f0021_3,00000003,f0021,3,2.828,5.831,0.98601
p0004_00000003_f0021_3,00000003,f0021,3,3.828,3.162,0.68182
p0004_00000003_f0021_3,00000003,f0021,3,2.828,5.831,0.99767
p0004_00000003_f0021_3,00000003,f0021,3,3.828,2.532,0.66783
p0004_00000003_f0021_3,00000003,f0021,3,6.657,5.385,1.0
p0004_00000003_f0021_3,00000003,f0021,3,4.414,2.0,0.65315
p0004_00000003_f0021_3,00000003,f0021,3,3.828,5.193,1.0
p0004_00000003_f0021_3,00000003,f0021,3,5.0,2.0,0.53963
p0004_00000003_f0021_3,00000003,f0021,3,6.414,2.828,0.6014
p0004_00000003_f0021_3,00000003,f0021,3,7.414,2.236,0.61626
p0004_00000003_f0021_3,00000003,f0021,3,4.414,5.831,1.0
p0004_00000003_f0021_3,00000003,f0021,3,6.657,2.618,0.97552
p0004_00000003_f0021_3,00000003,f0021,3,2.828,6.708,1.0
p0004_00000003_f0021_3,00000003,f0021,3,22.414,5.0,1.0
p0004_00000003_f0021_3,00000003,f0021,3,16.828,4.0,1.0
p0004_00000003_f0021_3,00000003,f0021,3,5.243,2.0,0.90629
p0004_00000003_f0021_3,00000003,f0021,3,4.0,2.236,0.61678
p0004_00000003_f0021_6,00000003,f0021,6,60.899,3.0,0.65248
p0004_00000003_f0021_6,00000003,f0021,6,18.414,5.0,0.77144
p0004_00000003_f0021_6,00000003,f0021,6,3.828,6.516,0.7028
p0004_00000003_f0021_6,00000003,f0021,6,19.657,3.0,0.4965
p0004_00000003_f0021_6,00000003,f0021,6,3.414,2.532,0.4493
p0004_00000003_f0021_6,00000003,f0021,6,6.414,3.606,0.55844
p0004_00000003_f0021_6,00000003,f0021,6,16.071,9.22,0.85828
p0004_00000003_f0021_6,00000003,f0021,6,46.899,5.0,0.7871
p0004_00000003_f0021_6,00000003,f0021,6,9.243,3.0,0.53458
p0004_00000003_f0021_6,00000003,f0021,6,15.899,3.081,0.43706
p0004_00000003_f0021_6,00000003,f0021,6,13.828,6.708,0.95355
p0004_00000003_f0021_6,00000003,f0021,6,8.828,5.0,0.96737
p0004_00000003_f0021_6,00000003,f0021,6,24.314,4.123,0.91863
p0004_00000003_f0021_6,00000003,f0021,6,12.071,1.414,0.66624
p0004_00000003_f0021_6,00000003,f0021,6,15.243,8.944,0.94918
p0004_00000003_f0021_6,00000003,f0021,6,6.243,8.573,0.95804
p0004_00000003_f0021_6,00000003,f0021,6,11.071,3.162,0.42727
p0004_00000003_f0021_6,00000003,f0021,6,4.414,3.162,0.81119
p0004_00000003_f0021_6,00000003,f0021,6,7.0,2.828,0.79283
p0004_00000003_f0021_6,00000003,f0021,6,22.314,2.236,0.73776
p0004_00000003_f0021_6,00000003,f0021,6,13.414,4.0,0.7997
p0004_00000003_f0021_6,00000003,f0021,6,13.828,3.081,0.88062
p0004_00000003_f0021_6,00000003,f0021,6,6.657,3.384,0.39277
p0004_00000003_f0021_6,00000003,f0021,6,28.142,1.414,0.55301
p0004_00000003_f0021_6,00000003,f0021,6,14.314,3.606,0.64802
p0004_00000003_f0021_6,00000003,f0021,6,9.657,8.062,0.90287
p0004_00000003_f0021_6,00000003,f0021,6,17.828,2.0,0.63986
p0004_00000003_f0021_6,00000003,f0021,6,3.414,2.914,0.71853
p0004_00000003_f0021_6,00000003,f0021,6,4.828,2.0,0.64476
p0004_00000003_f0021_6,00000003,f0021,6,8.243,1.0,0.5542
p0004_00000003_f0021_6,00000003,f0021,6,2.828,3.162,0.32168
p0004_00000003_f0021_6,00000003,f0021,6,4.414,1.0,0.71189
p0004_00000003_f0021_6,00000003,f0021,6,13.828,2.0,0.75475
p0004_00000003_f0021_6,00000003,f0021,6,8.657,2.828,0.81818
p0004_00000003_f0021_6,00000003,f0021,6,2.414,2.828,0.42424
p0004_00000003_f0021_6,00000003,f0021,6,11.414,1.0,0.51166
p0004_00000003_f0021_6,00000003,f0021,6,6.657,3.606,0.58858
p0004_00000003_f0021_6,00000003,f0021,6,2.828,8.062,0.93706
p0004_00000003_f0021_6,00000003,f0021,6,8.0,2.236,0.78011
p0004_00000003_f0021_6,00000003,f0021,6,7.243,2.828,0.5994
p0004_00000003_f0021_6,00000003,f0021,6,12.899,2.828,0.79402
p0004_00000003_f0021_6,00000003,f0021,6,5.828,2.828,0.50932
p0004_00000003_f0021_6,00000003,f0021,6,4.0,1.414,0.41958
p0004_00000003_f0021_6,00000003,f0021,6,2.828,8.062,0.91608
p0004_00000003_f0021_6,00000003,f0021,6,18.485,3.606,0.5726
p0004_00000003_f0021_6,00000003,f0021,6,2.828,2.828,0.3683
p0004_00000003_f0021_6,00000003,f0021,6,12.414,2.0,0.39107
p0004_00000003_f0021_6,00000003,f0021,6,18.243,1.0,0.73232
p0004_00000003_f0021_6,00000003,f0021,6,2.414,1.414,0.86014
p0004_00000003_f0021_6,00000003,f0021,6,10.071,2.236,0.84538
p0004_00000003_f0021_6,00000003,f0021,6,4.243,8.274,0.90909
p0004_00000003_f0021_6,00000003,f0021,6,10.071,2.828,0.66123
p0004_00000003_f0021_6,00000003,f0021,6,4.243,2.828,0.33217
p0004_00000003_f0021_6,00000003,f0021,6,6.657,7.211,0.9359
p0004_00000003_f0021_6,00000003,f0021,6,4.828,1.414,0.77203
p0004_00000003_f0021_6,00000003,f0021,6,3.0,1.207,0.76399
p0004_00000003_f0021_6,00000003,f0021,6,15.243,2.0,0.55618
p0004_00000003_f0021_6,00000003,f0021,6,25.243,4.0,0.71413
p0004_00000003_f0021_6,00000003,f0021,6,8.657,1.414,0.50787
p0004_00000003_f0021_6,00000003,f0021,6,3.0,1.0,0.84091
p0004_00000003_f0021_6,00000003,f0021,6,2.414,1.414,0.73427
p0004_00000003_f0021_6,00000003,f0021,6,8.485,7.616,0.95804
p0004_00000003_f0021_6,00000003,f0021,6,10.828,1.414,0.53973
p0004_00000003_f0021_6,00000003,f0021,6,4.243,2.236,0.38462
p0004_00000003_f0021_6,00000003,f0021,6,15.243,1.0,0.84662
p0004_00000003_f0021_6,00000003,f0021,6,2.414,1.0,0.50583
p0004_00000003_f0021_6,00000003,f0021,6,3.828,2.236,0.8479
p0004_00000003_f0021_6,00000003,f0021,6,5.657,2.236,0.45315
p0004_00000003_f0021_6,00000003,f0021,6,4.243,7.246,0.95979
p0004_00000003_f0021_6,00000003,f0021,6,2.0,1.0,0.89277
p0004_00000003_f0021_6,00000003,f0021,6,2.414,5.0,0.94172
p0004_00000003_f0021_6,00000003,f0021,6,4.243,2.236,0.45804
p0004_00000003_f0021_6,00000003,f0021,6,12.243,4.736,0.96387
p0004_00000003_f0021_6,00000003,f0021,6,4.828,2.236,0.88951
p0004_00000003_f0021_6,00000003,f0021,6,13.071,2.0,0.45804
p0004_00000003_f0021_6,00000003,f0021,6,8.243,2.236,0.88024
p0004_00000003_f0021_6,00000003,f0021,6,2.414,4.0,0.9627
p0004_00000003_f0021_6,00000003,f0021,6,5.828,6.204,0.95455
p0004_00000003_f0021_6,00000003,f0021,6,16.485,3.162,0.69837
p0004_00000003_f0021_6,00000003,f0021,6,10.657,4.0,0.97552
p0004_00000003_f0021_6,00000003,f0021,6,2.414,2.0,0.8951
p0004_00000003_f0021_6,00000003,f0021,6,3.414,2.236,0.86014
p0004_00000003_f0021_6,00000003,f0021,6,12.899,2.828,0.71138
p0004_00000003_f0021_6,00000003,f0021,6,24.899,2.0,0.82761
p0004_00000003_f0021_6,00000003,f0021,6,3.414,7.448,0.98951
p0004_00000003_f0021_6,00000003,f0021,6,9.828,2.532,0.89231
p0004_00000003_f0021_6,00000003,f0021,6,24.071,5.0,0.87109
p0004_00000003_f0021_6,00000003,f0021,6,69.971,7.0,0.9538
p0004_00000003_f0021_6,00000003,f0021,6,15.485,2.0,0.43107
p0004_00000003_f0021_6,00000003,f0021,6,23.314,1.0,0.71429
p0004_00000003_f0021_6,00000003,f0021,6,8.657,5.193,0.7771
p0004_00000003_f0021_6,00000003,f0021,6,5.657,5.0,0.75245
p0004_00000003_f0021_6,00000003,f0021,6,5.657,2.236,0.65175
p0004_00000003_f0021_6,00000003,f0021,6,5.414,1.207,0.29254
p0004_00000003_f0021_6,00000003,f0021,6,4.243,5.0,0.77972
p0004_00000003_f0021_6,00000003,f0021,6,6.243,2.0,0.6317
p0004_00000003_f0021_6,00000003,f0021,6,9.657,2.0,0.8345
p0004_00000003_f0021_6,00000003,f0021,6,4.828,4.472,0.76923
p0004_00000003_f0021_6,00000003,f0021,6,4.0,2.0,0.67552
p0004_00000003_f0021_6,00000003,f0021,6,13.657,1.414,0.28564
p0004_00000003_f0021_6,00000003,f0021,6,16.657,4.472,0.81643
p0004_00000003_f0021_6,00000003,f0021,6,4.414,2.0,0.57343
p0004_00000003_f0021_6,00000003,f0021,6,11.243,2.0,0.58233
p0004_00000003_f0021_6,00000003,f0021,6,3.828,2.0,0.8007
p0004_00000003_f0021_6,00000003,f0021,6,15.071,4.298,0.81269
p0004_00000003_f0021_6,00000003,f0021,6,3.414,2.118,0.81119
p0004_00000003_f0021_6,00000003,f0021,6,11.414,2.532,0.85198
p0004_00000003_f0021_6,00000003,f0021,6,11.657,4.123,0.81246
p0004_00000003_f0021_6,00000003,f0021,6,5.243,5.0,0.82657
p0004_00000003_f0021_6,00000003,f0021,6,12.243,2.236,0.59674
p0004_00000003_f0021_6,00000003,f0021,6,2.828,4.123,0.82751
p0004_00000003_f0021_6,00000003,f0021,6,9.243,5.0,0.61383
p0004_00000003_f0021_6,00000003,f0021,6,5.243,4.123,0.70909
p0004_00000003_f0021_6,00000003,f0021,6,6.657,2.236,0.61538
p0004_00000003_f0021_6,00000003,f0021,6,17.828,2.0,0.64452
p0004_00000003_f0021_6,00000003,f0021,6,6.828,2.0,0.86613
p0004_00000003_f0021_6,00000003,f0021,6,7.071,3.562,0.93007
p0004_00000003_f0021_6,00000003,f0021,6,4.828,3.606,0.7972
p0004_00000003_f0021_6,00000003,f0021,6,16.243,4.0,0.78628
p0004_00000003_f0021_6,00000003,f0021,6,2.414,3.606,0.85315
p0004_00000003_f0021_6,00000003,f0021,6,10.828,2.0,0.86141
p0004_00000003_f0021_6,00000003,f0021,6,15.071,3.606,0.78122
p0004_00000003_f0021_6,00000003,f0021,6,11.657,6.708,0.94088
p0004_00000003_f0021_6,00000003,f0021,6,4.414,3.606,0.83357
p0004_00000003_f0021_6,00000003,f0021,6,14.243,1.414,0.66633
p0004_00000003_f0021_6,00000003,f0021,6,4.243,2.828,0.87413
p0004_00000003_f0021_6,00000003,f0021,6,2.0,1.414,0.5338
p0004_00000003_f0021_6,00000003,f0021,6,13.071,2.0,0.71212
p0004_00000003_f0021_6,00000003,f0021,6,10.243,1.707,0.54615
p0004_00000003_f0021_6,00000003,f0021,6,9.657,2.828,0.83761
p0004_00000003_f0021_6,00000003,f0021,6,4.828,6.708,0.95664
p0004_00000003_f0021_6,00000003,f0021,6,2.0,1.0,0.47552
p0004_00000003_f0021_6,00000003,f0021,6,4.414,1.0,0.69231
p0004_00000003_f0021_6,00000003,f0021,6,3.0,1.0,0.43007
p0004_00000003_f0021_6,00000003,f0021,6,9.243,1.0,0.76068
p0004_00000003_f0021_6,00000003,f0021,6,13.071,6.364,0.97378
p0004_00000003_f0021_6,00000003,f0021,6,3.828,6.364,0.97552
p0004_00000003_f0021_6,00000003,f0021,6,8.071,2.0,0.93706
p0004_00000003_f0021_6,00000003,f0021,6,7.243,2.236,0.94406
p0004_00000003_f0021_6,00000003,f0021,6,3.828,6.708,0.95804
p0004_00000003_f0021_6,00000003,f0021,6,7.0,2.0,0.87587
p0004_00000003_f0021_6,00000003,f0021,6,3.828,6.556,1.0
p0004_00000003_f0021_6,00000003,f0021,6,51.556,2.0,0.74082
p0004_00000003_f0021_6,00000003,f0021,6,3.828,6.708,0.98776
p0004_00000003_f0021_6,00000003,f0021,6,2.828,6.708,0.98834
p0004_00000003_f0021_6,00000003,f0021,6,4.243,5.657,0.96853
p0004_00000003_f0021_6,00000003,f0021,6,7.071,6.325,0.99883
p0004_00000003_f0021_6,00000003,f0021,6,3.828,6.325,1.0
p0004_00000003_f0021_6,00000003,f0021,6,3.414,5.657,1.0
p0004_00000003_f0021_6,00000003,f0021,6,18.556,2.0,0.93287
p0004_00000003_f0021_6,00000003,f0021,6,19.657,3.162,1.0
p0004_00000003_f0021_6,00000003,f0021,6,21.828,5.0,1.0
p0004_00000003_f0021_6,00000003,f0021,6,21.485,2.532,1.0
p0004_00000003_f0021_6,00000003,f0021,6,11.828,1.707,0.96096
p0004_00000003_f0021_6,00000003,f0021,6,8.243,2.532,1.0
p0004_00000003_f0022_3,00000003,f0022,3,104.899,2.236,0.64915
p0004_00000003_f0022_3,00000003,f0022,3,9.414,8.0,0.80345
p0004_00000003_f0022_3,00000003,f0022,3,55.899,6.0,0.79936
p0004_00000003_f0022_3,00000003,f0022,3,5.828,2.0,0.53563
p0004_00000003_f0022_3,00000003,f0022,3,7.828,2.236,0.50862
p0004_00000003_f0022_3,00000003,f0022,3,4.828,2.236,0.44966
p0004_00000003_f0022_3,00000003,f0022,3,9.414,6.041,0.94621
p0004_00000003_f0022_3,00000003,f0022,3,13.243,6.0,0.92626
p0004_00000003_f0022_3,00000003,f0022,3,6.657,2.699,0.93218
p0004_00000003_f0022_3,00000003,f0022,3,6.657,5.193,0.81379
p0004_00000003_f0022_3,00000003,f0022,3,2.414,8.062,0.97701
p0004_00000003_f0022_3,00000003,f0022,3,2.414,2.236,0.78161
p0004_00000003_f0022_3,00000003,f0022,3,2.0,3.606,0.8023
p0004_00000003_f0022_3,00000003,f0022,3,36.142,2.828,0.5559
p0004_00000003_f0022_3,00000003,f0022,3,4.828,4.123,0.78207
p0004_00000003_f0022_3,00000003,f0022,3,21.899,7.81,0.97103
p0004_00000003_f0022_3,00000003,f0022,3,7.828,8.154,0.9569
p0004_00000003_f0022_3,00000003,f0022,3,4.414,2.0,0.77103
p0004_00000003_f0022_3,00000003,f0022,3,15.071,5.5,0.69754
p0004_00000003_f0022_3,00000003,f0022,3,4.828,2.0,0.73793
p0004_00000003_f0022_3,00000003,f0022,3,13.657,5.831,0.90186
p0004_00000003_f0022_3,00000003,f0022,3,16.314,2.236,0.74926
p0004_00000003_f0022_3,00000003,f0022,3,5.243,5.385,0.60276
p0004_00000003_f0022_3,00000003,f0022,3,3.414,8.544,0.94138
p0004_00000003_f0022_3,00000003,f0022,3,4.828,8.544,0.91034
p0004_00000003_f0022_3,00000003,f0022,3,3.828,4.062,0.65172
p0004_00000003_f0022_3,00000003,f0022,3,4.828,2.828,0.78345
p0004_00000003_f0022_3,00000003,f0022,3,3.414,3.081,0.61897
p0004_00000003_f0022_3,00000003,f0022,3,5.243,9.434,0.94897
p0004_00000003_f0022_3,00000003,f0022,3,17.314,3.162,0.59678
p0004_00000003_f0022_3,00000003,f0022,3,2.828,2.0,0.84828
p0004_00000003_f0022_3,00000003,f0022,3,3.0,2.118,0.83276
p0004_00000003_f0022_3,00000003,f0022,3,13.828,3.0,0.80887
p0004_00000003_f0022_3,00000003,f0022,3,9.071,3.606,0.54224
p0004_00000003_f0022_3,00000003,f0022,3,5.657,8.485,0.93931
p0004_00000003_f0022_3,00000003,f0022,3,10.414,2.236,0.55298
p0004_00000003_f0022_3,00000003,f0022,3,10.243,2.236,0.47655
p0004_00000003_f0022_3,00000003,f0022,3,8.0,4.0,0.64444
p0004_00000003_f0022_3,00000003,f0022,3,2.414,3.0,0.45977
p0004_00000003_f0022_3,00000003,f0022,3,4.243,2.236,0.52759
p0004_00000003_f0022_3,00000003,f0022,3,14.728,8.062,0.95805
p0004_00000003_f0022_3,00000003,f0022,3,4.414,2.236,0.44276
p0004_00000003_f0022_3,00000003,f0022,3,16.657,2.0,0.80129
p0004_00000003_f0022_3,00000003,f0022,3,7.657,2.236,0.85123
p0004_00000003_f0022_3,00000003,f0022,3,31.314,3.606,0.67681
p0004_00000003_f0022_3,00000003,f0022,3,7.828,2.914,0.425
p0004_00000003_f0022_3,00000003,f0022,3,11.485,2.0,0.55034
p0004_00000003_f0022_3,00000003,f0022,3,3.828,8.062,0.92414
p0004_00000003_f0022_3,00000003,f0022,3,2.828,9.22,0.97241
p0004_00000003_f0022_3,00000003,f0022,3,6.243,3.606,0.5069
p0004_00000003_f0022_3,00000003,f0022,3,5.828,3.0,0.84253
p0004_00000003_f0022_3,00000003,f0022,3,3.828,3.384,0.41207
p0004_00000003_f0022_3,00000003,f0022,3,11.071,8.573,0.95862
p0004_00000003_f0022_3,00000003,f0022,3,2.414,2.236,0.4069
p0004_00000003_f0022_3,00000003,f0022,3,26.485,3.606,0.83421
p0004_00000003_f0022_3,00000003,f0022,3,6.657,4.472,0.74598
p0004_00000003_f0022_3,00000003,f0022,3,18.243,5.0,0.92414
p0004_00000003_f0022_3,00000003,f0022,3,34.414,8.246,0.97635
p0004_00000003_f0022_3,00000003,f0022,3,10.899,5.385,0.78314
p0004_00000003_f0022_3,00000003,f0022,3,5.243,3.606,0.68414
p0004_00000003_f0022_3,00000003,f0022,3,15.728,5.0,0.7496
p0004_00000003_f0022_3,00000003,f0022,3,11.485,2.532,0.63172
p0004_00000003_f0022_3,00000003,f0022,3,31.799,3.162,0.81201
p0004_00000003_f0022_3,00000003,f0022,3,19.071,3.162,0.59234
p0004_00000003_f0022_3,00000003,f0022,3,4.828,5.385,0.77931
p0004_00000003_f0022_3,00000003,f0022,3,7.243,5.0,0.77241
p0004_00000003_f0022_3,00000003,f0022,3,24.142,4.0,0.78654
p0004_00000003_f0022_3,00000003,f0022,3,21.899,9.22,0.9669
p0004_00000003_f0022_3,00000003,f0022,3,3.414,3.606,0.78103
p0004_00000003_f0022_3,00000003,f0022,3,4.828,3.606,0.80276
p0004_00000003_f0022_3,00000003,f0022,3,11.071,3.606,0.58621
p0004_00000003_f0022_3,00000003,f0022,3,4.243,3.384,0.55345
p0004_00000003_f0022_3,00000003,f0022,3,10.414,2.0,0.56301
p0004_00000003_f0022_3,00000003,f0022,3,8.071,5.0,0.76355
p0004_00000003_f0022_3,00000003,f0022,3,11.828,3.606,0.81552
p0004_00000003_f0022_3,00000003,f0022,3,3.828,3.864,0.52931
p0004_00000003_f0022_3,00000003,f0022,3,8.657,9.22,0.96638
p0004_00000003_f0022_3,00000003,f0022,3,41.556,4.298,0.79347
p0004_00000003_f0022_3,00000003,f0022,3,4.828,5.099,0.83034
p0004_00000003_f0022_3,00000003,f0022,3,8.243,6.041,0.71466
p0004_00000003_f0022_3,00000003,f0022,3,6.243,3.643,0.66552
p0004_00000003_f0022_3,00000003,f0022,3,17.243,3.0,0.59108
p0004_00000003_f0022_3,00000003,f0022,3,18.071,4.472,0.78742
p0004_00000003_f0022_3,00000003,f0022,3,8.828,3.0,0.72337
p0004_00000003_f0022_3,00000003,f0022,3,3.414,9.46,0.93103
p0004_00000003_f0022_3,00000003,f0022,3,4.0,5.0,0.8
p0004_00000003_f0022_3,00000003,f0022,3,39.971,2.0,0.65115
p0004_00000003_f0022_3,00000003,f0022,3,14.485,8.944,0.96605
p0004_00000003_f0022_3,00000003,f0022,3,6.828,2.828,0.56355
p0004_00000003_f0022_3,00000003,f0022,3,16.243,1.0,0.48836
p0004_00000003_f0022_3,00000003,f0022,3,4.828,3.0,0.60276
p0004_00000003_f0022_3,00000003,f0022,3,6.828,3.0,0.59606
p0004_00000003_f0022_3,00000003,f0022,3,10.657,7.713,0.95655
p0004_00000003_f0022_3,00000003,f0022,3,36.728,3.081,0.87546
p0004_00000003_f0022_3,00000003,f0022,3,9.657,5.831,0.96245
p0004_00000003_f0022_3,00000003,f0022,3,2.414,2.236,0.77701
p0004_00000003_f0022_3,00000003,f0022,3,13.657,2.0,0.60955
p0004_00000003_f0022_3,00000003,f0022,3,5.657,7.071,0.98345
p0004_00000003_f0022_3,00000003,f0022,3,2.828,7.211,0.9908
p0004_00000003_f0022_3,00000003,f0022,3,8.828,3.0,0.79157
p0004_00000003_f0022_3,00000003,f0022,3,2.828,7.616,1.0
p0004_00000003_f0022_3,00000003,f0022,3,7.828,2.914,0.79138
p0004_00000003_f0022_3,00000003,f0022,3,5.828,2.236,0.66437
p0004_00000003_f0022_3,00000003,f0022,3,5.657,7.616,1.0
p0004_00000003_f0022_3,00000003,f0022,3,2.0,3.0,0.74943
p0004_00000003_f0022_3,00000003,f0022,3,4.828,7.616,1.0
p0004_00000003_f0022_3,00000003,f0022,3,3.414,2.236,0.66724
p0004_00000003_f0022_3,00000003,f0022,3,3.414,7.713,1.0
p0004_00000003_f0022_3,00000003,f0022,3,9.071,3.581,0.99052
p0004_00000003_f0022_3,00000003,f0022,3,23.828,5.0,1.0
p0004_00000003_f0022_3,00000003,f0022,3,23.657,5.0,1.0
p0004_00000003_f0022_3,00000003,f0022,3,8.828,2.828,0.60843
p0004_00000003_f0022_3,00000003,f0022,3,17.071,4.183,1.0
p0004_00000003_f0022_3,00000003,f0022,3,7.243,2.236,0.95665
p0004_00000003_f0022_3,00000003,f0022,3,12.828,2.0,0.98939
p0004_00000003_f0022_6,00000003,f0022,6,25.071,3.0,0.51437
p0004_00000003_f0022_6,00000003,f0022,6,8.414,3.0,0.54023
p0004_00000003_f0022_6,00000003,f0022,6,94.728,3.606,0.6943
p0004_00000003_f0022_6,00000003,f0022,6,2.828,1.414,0.46667
p0004_00000003_f0022_6,00000003,f0022,6,6.657,3.162,0.52299
p0004_00000003_f0022_6,00000003,f0022,6,3.414,6.802,0.96552
p0004_00000003_f0022_6,00000003,f0022,6,7.828,2.828,0.475
p0004_00000003_f0022_6,00000003,f0022,6,3.828,2.828,0.41379
p0004_00000003_f0022_6,00000003,f0022,6,14.414,6.0,0.9531
p0004_00000003_f0022_6,00000003,f0022,6,2.0,7.0,0.9954
p0004_00000003_f0022_6,00000003,f0022,6,79.971,4.123,0.84492
p0004_00000003_f0022_6,00000003,f0022,6,7.414,2.699,0.90603
p0004_00000003_f0022_6,00000003,f0022,6,3.414,3.606,0.82241
p0004_00000003_f0022_6,00000003,f0022,6,2.414,3.162,0.73563
p0004_00000003_f0022_6,00000003,f0022,6,13.657,8.944,0.98196
p0004_00000003_f0022_6,00000003,f0022,6,13.071,7.0,0.95805
p0004_00000003_f0022_6,00000003,f0022,6,26.385,2.532,0.39498
p0004_00000003_f0022_6,00000003,f0022,6,4.828,3.606,0.83586
p0004_00000003_f0022_6,00000003,f0022,6,18.071,3.0,0.74767
p0004_00000003_f0022_6,00000003,f0022,6,4.0,3.0,0.83034
p0004_00000003_f0022_6,00000003,f0022,6,3.828,8.485,0.98103
p0004_00000003_f0022_6,00000003,f0022,6,16.071,4.0,0.75264
p0004_00000003_f0022_6,00000003,f0022,6,2.828,2.828,0.76552
p0004_00000003_f0022_6,00000003,f0022,6,6.657,3.606,0.76782
p0004_00000003_f0022_6,00000003,f0022,6,30.071,2.0,0.54316
p0004_00000003_f0022_6,00000003,f0022,6,8.485,9.434,0.94581
p0004_00000003_f0022_6,00000003,f0022,6,9.899,4.357,0.61293
p0004_00000003_f0022_6,00000003,f0022,6,9.485,3.162,0.33793
p0004_00000003_f0022_6,00000003,f0022,6,17.899,8.544,0.90776
p0004_00000003_f0022_6,00000003,f0022,6,6.243,2.0,0.76322
p0004_00000003_f0022_6,00000003,f0022,6,13.899,5.712,0.90632
p0004_00000003_f0022_6,00000003,f0022,6,4.243,3.606,0.61034
p0004_00000003_f0022_6,00000003,f0022,6,5.828,3.0,0.48966
p0004_00000003_f0022_6,00000003,f0022,6,3.828,2.995,0.82931
p0004_00000003_f0022_6,00000003,f0022,6,19.899,3.606,0.61418
p0004_00000003_f0022_6,00000003,f0022,6,14.899,2.828,0.39098
p0004_00000003_f0022_6,00000003,f0022,6,22.657,1.0,0.41975
p0004_00000003_f0022_6,00000003,f0022,6,31.485,1.414,0.81517
p0004_00000003_f0022_6,00000003,f0022,6,3.0,2.0,0.86552
p0004_00000003_f0022_6,00000003,f0022,6,4.243,8.274,0.91724
p0004_00000003_f0022_6,00000003,f0022,6,9.071,3.162,0.58362
p0004_00000003_f0022_6,00000003,f0022,6,5.657,2.828,0.85517
p0004_00000003_f0022_6,00000003,f0022,6,11.314,2.828,0.31494
p0004_00000003_f0022_6,00000003,f0022,6,36.314,1.207,0.49432
p0004_00000003_f0022_6,00000003,f0022,6,26.657,3.606,0.64801
p0004_00000003_f0022_6,00000003,f0022,6,2.828,2.236,0.82759
p0004_00000003_f0022_6,00000003,f0022,6,9.899,8.485,0.9569
p0004_00000003_f0022_6,00000003,f0022,6,7.071,2.828,0.34828
p0004_00000003_f0022_6,00000003,f0022,6,51.627,2.236,0.84798
p0004_00000003_f0022_6,00000003,f0022,6,5.828,1.0,0.48736
p0004_00000003_f0022_6,00000003,f0022,6,4.243,2.828,0.42241
p0004_00000003_f0022_6,00000003,f0022,6,16.071,1.414,0.29655
p0004_00000003_f0022_6,00000003,f0022,6,9.485,2.236,0.38879
p0004_00000003_f0022_6,00000003,f0022,6,11.657,1.414,0.77618
p0004_00000003_f0022_6,00000003,f0022,6,6.657,8.573,0.93218
p0004_00000003_f0022_6,00000003,f0022,6,7.657,8.544,0.99409
p0004_00000003_f0022_6,00000003,f0022,6,5.243,2.236,0.47586
p0004_00000003_f0022_6,00000003,f0022,6,21.314,3.606,0.74773
p0004_00000003_f0022_6,00000003,f0022,6,8.243,1.707,0.39052
p0004_00000003_f0022_6,00000003,f0022,6,34.243,2.0,0.71298
p0004_00000003_f0022_6,00000003,f0022,6,32.485,1.0,0.51791
p0004_00000003_f0022_6,00000003,f0022,6,3.414,5.0,0.92069
p0004_00000003_f0022_6,00000003,f0022,6,3.0,5.05,0.89483
p0004_00000003_f0022_6,00000003,f0022,6,6.828,8.0,0.96453
p0004_00000003_f0022_6,00000003,f0022,6,6.828,1.414,0.50837
p0004_00000003_f0022_6,00000003,f0022,6,4.414,5.831,0.98207
p0004_00000003_f0022_6,00000003,f0022,6,21.314,5.385,0.83848
p0004_00000003_f0022_6,00000003,f0022,6,45.485,8.0,0.97273
p0004_00000003_f0022_6,00000003,f0022,6,11.414,1.207,0.74425
p0004_00000003_f0022_6,00000003,f0022,6,5.243,2.236,0.66483
p0004_00000003_f0022_6,00000003,f0022,6,5.657,5.0,0.77931
p0004_00000003_f0022_6,00000003,f0022,6,4.0,2.236,0.64966
p0004_00000003_f0022_6,00000003,f0022,6,10.657,1.207,0.29793
p0004_00000003_f0022_6,00000003,f0022,6,7.071,5.0,0.78046
p0004_00000003_f0022_6,00000003,f0022,6,2.828,2.0,0.83908
p0004_00000003_f0022_6,00000003,f0022,6,4.828,3.0,0.6469
