name,series_id,frame_id,annotator_id,length_px,radius_median_px,signal_mean
p0005_00000001_f0032_8,00000001,f0032,8,5.243,5.831,0.56875
p0005_00000001_f0032_8,00000001,f0032,8,10.071,6.403,0.74028
p0005_00000001_f0032_8,00000001,f0032,8,24.071,10.0,0.58098
p0005_00000001_f0032_8,00000001,f0032,8,14.828,5.0,0.45833
p0005_00000001_f0032_8,00000001,f0032,8,21.485,6.204,0.62687
p0005_00000001_f0032_8,00000001,f0032,8,4.243,6.89,0.56875
p0005_00000001_f0032_8,00000001,f0032,8,3.828,5.05,0.5
p0005_00000001_f0032_8,00000001,f0032,8,8.657,5.0,0.59062
p0005_00000001_f0032_8,00000001,f0032,8,14.657,15.5,0.92411
p0005_00000001_f0032_8,00000001,f0032,8,113.698,8.744,0.65342
p0005_00000001_f0032_8,00000001,f0032,8,9.899,5.657,0.55312
p0005_00000001_f0032_8,00000001,f0032,8,2.828,5.0,0.28958
p0005_00000001_f0032_8,00000001,f0032,8,14.828,11.705,0.89417
p0005_00000001_f0032_8,00000001,f0032,8,2.414,12.042,0.74792
p0005_00000001_f0032_8,00000001,f0032,8,26.071,16.0,0.782
p0005_00000001_f0032_8,00000001,f0032,8,62.213,2.236,0.60691
p0005_00000001_f0032_8,00000001,f0032,8,2.828,4.123,0.33958
p0005_00000001_f0032_8,00000001,f0032,8,2.828,5.385,0.51667
p0005_00000001_f0032_8,00000001,f0032,8,2.828,4.123,0.61042
p0005_00000001_f0032_8,00000001,f0032,8,4.243,4.183,0.53125
p0005_00000001_f0032_8,00000001,f0032,8,10.657,16.628,0.79375
p0005_00000001_f0032_8,00000001,f0032,8,5.828,4.183,0.49479
p0005_00000001_f0032_8,00000001,f0032,8,5.657,5.0,0.54875
p0005_00000001_f0032_8,00000001,f0032,8,2.414,4.123,0.51042
p0005_00000001_f0032_8,00000001,f0032,8,2.828,4.123,0.61042
p0005_00000001_f0032_8,00000001,f0032,8,9.243,4.0,0.74514
p0005_00000001_f0032_8,00000001,f0032,8,12.071,14.765,0.79148
p0005_00000001_f0032_8,00000001,f0032,8,5.243,3.162,0.55375
p0005_00000001_f0032_8,00000001,f0032,8,73.971,3.162,0.59991
p0005_00000001_f0032_8,00000001,f0032,8,3.414,6.364,0.6375
p0005_00000001_f0032_8,00000001,f0032,8,36.728,5.0,0.4489
p0005_00000001_f0032_8,00000001,f0032,8,2.828,4.472,0.56458
p0005_00000001_f0032_8,00000001,f0032,8,5.243,14.213,0.79875
p0005_00000001_f0032_8,00000001,f0032,8,8.243,4.611,0.65078
p0005_00000001_f0032_8,00000001,f0032,8,11.071,3.162,0.51875
p0005_00000001_f0032_8,00000001,f0032,8,8.243,5.0,0.52344
p0005_00000001_f0032_8,00000001,f0032,8,16.071,7.616,0.79333
p0005_00000001_f0032_8,00000001,f0032,8,36.556,3.606,0.45114
p0005_00000001_f0032_8,00000001,f0032,8,2.828,3.606,0.54583
p0005_00000001_f0032_8,00000001,f0032,8,11.899,4.243,0.48063
p0005_00000001_f0032_8,00000001,f0032,8,23.899,3.606,0.35511
p0005_00000001_f0032_8,00000001,f0032,8,4.243,2.828,0.48281
p0005_00000001_f0032_8,00000001,f0032,8,4.828,2.0,0.38125
p0005_00000001_f0032_8,00000001,f0032,8,2.828,2.828,0.52708
p0005_00000001_f0032_8,00000001,f0032,8,28.799,2.828,0.44766
p0005_00000001_f0032_8,00000001,f0032,8,18.899,2.828,0.40478
p0005_00000001_f0032_8,00000001,f0032,8,12.899,2.0,0.45057
p0005_00000001_f0032_8,00000001,f0032,8,4.243,3.384,0.3625
p0005_00000001_f0032_8,00000001,f0032,8,2.828,2.828,0.49375
p0005_00000001_f0032_8,00000001,f0032,8,7.828,3.081,0.45156
p0005_00000001_f0032_8,00000001,f0032,8,2.0,3.606,0.45625
p0005_00000001_f0032_8,00000001,f0032,8,2.414,3.606,0.47083
p0005_00000001_f0032_8,00000001,f0032,8,2.828,3.606,0.42708
p0005_00000001_f0032_8,00000001,f0032,8,2.828,3.162,0.39167
p0005_00000001_f0032_8,00000001,f0032,8,15.485,3.162,0.43571
p0005_00000001_f0032_8,00000001,f0032,8,17.243,6.083,0.74154
p0005_00000001_f0032_8,00000001,f0032,8,5.414,2.914,0.63542
p0005_00000001_f0032_8,00000001,f0032,8,6.243,6.204,0.78021
p0005_00000001_f0032_8,00000001,f0032,8,13.828,7.448,0.66339
p0005_00000001_f0032_8,00000001,f0032,8,17.0,7.0,0.69618
p0005_00000001_f0032_8,00000001,f0032,8,8.657,3.081,0.59844
p0005_00000001_f0032_8,00000001,f0032,8,26.385,5.0,0.58153
p0005_00000001_f0032_8,00000001,f0032,8,11.414,2.532,0.59219
p0005_00000001_f0032_8,00000001,f0032,8,2.0,8.0,0.57917
p0005_00000001_f0032_8,00000001,f0032,8,47.314,6.0,0.55694
p0005_00000001_f0032_8,00000001,f0032,8,3.828,6.364,0.56406
p0005_00000001_f0032_8,00000001,f0032,8,19.414,2.0,0.56031
p0005_00000001_f0032_8,00000001,f0032,8,27.485,3.606,0.53029
p0005_00000001_f0032_8,00000001,f0032,8,4.828,4.123,0.505
p0005_00000001_f0032_8,00000001,f0032,8,3.828,3.606,0.49219
p0005_00000001_f0032_8,00000001,f0032,8,5.657,3.606,0.58875
p0005_00000001_f0033_8,00000001,f0033,8,31.485,5.385,0.50063
p0005_00000001_f0033_8,00000001,f0033,8,2.414,5.099,0.49375
p0005_00000001_f0033_8,00000001,f0033,8,3.828,5.193,0.47969
p0005_00000001_f0033_8,00000001,f0033,8,2.414,6.083,0.475
p0005_00000001_f0033_8,00000001,f0033,8,16.657,9.56,0.73203
p0005_00000001_f0033_8,00000001,f0033,8,3.414,6.204,0.475
p0005_00000001_f0033_8,00000001,f0033,8,17.899,7.606,0.77227
p0005_00000001_f0033_8,00000001,f0033,8,13.657,6.708,0.80721
p0005_00000001_f0033_8,00000001,f0033,8,2.828,7.616,0.7
p0005_00000001_f0033_8,00000001,f0033,8,8.657,7.211,0.75234
p0005_00000001_f0033_8,00000001,f0033,8,7.828,8.544,0.61094
p0005_00000001_f0033_8,00000001,f0033,8,17.243,12.649,0.83493
p0005_00000001_f0033_8,00000001,f0033,8,2.828,17.692,0.80833
p0005_00000001_f0033_8,00000001,f0033,8,7.071,7.713,0.61667
p0005_00000001_f0033_8,00000001,f0033,8,25.657,10.0,0.84825
p0005_00000001_f0033_8,00000001,f0033,8,37.243,9.849,0.74493
p0005_00000001_f0033_8,00000001,f0033,8,20.899,8.944,0.60855
p0005_00000001_f0033_8,00000001,f0033,8,35.243,5.0,0.46054
p0005_00000001_f0033_8,00000001,f0033,8,4.414,8.544,0.5225
p0005_00000001_f0033_8,00000001,f0033,8,7.414,8.972,0.52266
p0005_00000001_f0033_8,00000001,f0033,8,13.828,13.509,0.81964
p0005_00000001_f0033_8,00000001,f0033,8,13.657,7.211,0.65096
p0005_00000001_f0033_8,00000001,f0033,8,7.243,7.211,0.69911
p0005_00000001_f0033_8,00000001,f0033,8,28.485,8.0,0.58912
p0005_00000001_f0033_8,00000001,f0033,8,2.828,5.831,0.45208
p0005_00000001_f0033_8,00000001,f0033,8,35.728,13.892,0.89867
p0005_00000001_f0033_8,00000001,f0033,8,102.042,8.944,0.64622
p0005_00000001_f0033_8,00000001,f0033,8,25.071,5.831,0.48802
p0005_00000001_f0033_8,00000001,f0033,8,25.556,6.041,0.62159
p0005_00000001_f0033_8,00000001,f0033,8,9.243,5.385,0.64861
p0005_00000001_f0033_8,00000001,f0033,8,2.828,5.385,0.53333
p0005_00000001_f0033_8,00000001,f0033,8,10.485,5.385,0.56042
p0005_00000001_f0033_8,00000001,f0033,8,6.657,5.831,0.6125
p0005_00000001_f0033_8,00000001,f0033,8,2.828,5.0,0.51667
p0005_00000001_f0033_8,00000001,f0033,8,13.657,4.123,0.57019
p0005_00000001_f0033_8,00000001,f0033,8,6.657,5.0,0.50417
p0005_00000001_f0033_8,00000001,f0033,8,4.828,14.036,0.78125
p0005_00000001_f0033_8,00000001,f0033,8,4.243,5.831,0.53906
p0005_00000001_f0033_8,00000001,f0033,8,32.485,15.297,0.79133
p0005_00000001_f0033_8,00000001,f0033,8,26.142,3.606,0.65462
p0005_00000001_f0033_8,00000001,f0033,8,2.828,5.385,0.51875
p0005_00000001_f0033_8,00000001,f0033,8,5.657,5.657,0.58125
p0005_00000001_f0033_8,00000001,f0033,8,7.243,17.0,0.79375
p0005_00000001_f0033_8,00000001,f0033,8,10.828,5.385,0.7983
p0005_00000001_f0033_8,00000001,f0033,8,8.243,3.162,0.54453
p0005_00000001_f0033_8,00000001,f0033,8,5.828,4.183,0.62604
p0005_00000001_f0033_8,00000001,f0033,8,2.414,16.643,0.80417
p0005_00000001_f0033_8,00000001,f0033,8,9.071,5.193,0.56016
p0005_00000001_f0033_8,00000001,f0033,8,2.828,5.385,0.575
p0005_00000001_f0033_8,00000001,f0033,8,4.243,16.339,0.80313
p0005_00000001_f0033_8,00000001,f0033,8,35.899,5.0,0.46213
p0005_00000001_f0033_8,00000001,f0033,8,11.657,4.243,0.60227
p0005_00000001_f0033_8,00000001,f0033,8,2.828,15.652,0.79792
p0005_00000001_f0033_8,00000001,f0033,8,52.87,3.162,0.44022
p0005_00000001_f0033_8,00000001,f0033,8,8.657,4.472,0.53047
p0005_00000001_f0033_8,00000001,f0033,8,54.071,3.0,0.6105
p0005_00000001_f0033_8,00000001,f0033,8,2.828,14.765,0.83125
p0005_00000001_f0033_8,00000001,f0033,8,2.828,14.422,0.81042
p0005_00000001_f0033_8,00000001,f0033,8,17.828,3.0,0.60313
p0005_00000001_f0033_8,00000001,f0033,8,3.828,3.606,0.54062
p0005_00000001_f0033_8,00000001,f0033,8,14.657,9.189,0.78795
p0005_00000001_f0033_8,00000001,f0033,8,6.243,3.606,0.47708
p0005_00000001_f0033_8,00000001,f0033,8,5.828,3.081,0.42396
p0005_00000001_f0033_8,00000001,f0033,8,24.728,3.0,0.3858
p0005_00000001_f0033_8,00000001,f0033,8,4.243,4.472,0.52344
p0005_00000001_f0033_8,00000001,f0033,8,17.556,3.606,0.50893
p0005_00000001_f0033_8,00000001,f0033,8,13.071,3.5,0.69479
p0005_00000001_f0033_8,00000001,f0033,8,2.828,4.472,0.55208
p0005_00000001_f0033_8,00000001,f0033,8,8.657,3.162,0.42656
p0005_00000001_f0033_8,00000001,f0033,8,2.828,3.606,0.5
p0005_00000001_f0033_8,00000001,f0033,8,4.828,2.828,0.47875
p0005_00000001_f0033_8,00000001,f0033,8,15.314,2.828,0.47548
p0005_00000001_f0033_8,00000001,f0033,8,12.899,2.828,0.4392
p0005_00000001_f0033_8,00000001,f0033,8,4.828,2.828,0.43125
p0005_00000001_f0033_8,00000001,f0033,8,5.657,3.162,0.3825
p0005_00000001_f0033_8,00000001,f0033,8,11.657,2.236,0.2983
p0005_00000001_f0033_8,00000001,f0033,8,2.828,4.123,0.45833
p0005_00000001_f0033_8,00000001,f0033,8,6.414,3.606,0.43125
p0005_00000001_f0033_8,00000001,f0033,8,12.728,4.243,0.48375
p0005_00000001_f0033_8,00000001,f0033,8,7.243,2.236,0.53036
p0005_00000001_f0033_8,00000001,f0033,8,10.243,3.606,0.47187
p0005_00000001_f0033_8,00000001,f0033,8,23.971,3.162,0.445
p0005_00000001_f0033_8,00000001,f0033,8,5.657,4.243,0.4275
p0005_00000001_f0033_8,00000001,f0033,8,2.414,7.616,0.71667
p0005_00000001_f0033_8,00000001,f0033,8,3.828,7.81,0.77031
p0005_00000001_f0033_8,00000001,f0033,8,9.414,7.071,0.73875
p0005_00000001_f0033_8,00000001,f0033,8,79.314,3.0,0.55974
p0005_00000001_f0033_8,00000001,f0033,8,9.828,7.808,0.79563
p0005_00000001_f0033_8,00000001,f0033,8,11.657,8.062,0.64943
p0005_00000001_f0033_8,00000001,f0033,8,3.0,7.637,0.76094
p0005_00000001_f0033_8,00000001,f0033,8,7.243,3.606,0.4625
p0005_00000001_f0033_8,00000001,f0033,8,4.243,3.536,0.72344
p0005_00000001_f0033_8,00000001,f0033,8,19.243,6.083,0.64901
p0005_00000001_f0033_8,00000001,f0033,8,5.243,5.385,0.65625
p0005_00000001_f0033_8,00000001,f0033,8,6.243,3.864,0.58333
p0005_00000001_f0033_8,00000001,f0033,8,9.071,4.243,0.51406
p0005_00000001_f0033_8,00000001,f0033,8,2.828,6.708,0.59167
p0005_00000001_f0033_8,00000001,f0033,8,2.414,6.083,0.59375
p0005_00000001_f0033_8,00000001,f0033,8,18.485,5.0,0.47904
p0005_00000001_f0033_8,00000001,f0033,8,2.0,7.071,0.57917
p0005_00000001_f0033_8,00000001,f0033,8,36.071,5.385,0.56357
p0005_00000001_f0033_8,00000001,f0033,8,14.657,5.0,0.56295
p0005_00000001_f0033_8,00000001,f0033,8,17.828,3.0,0.55764
p0005_00000001_f0033_8,00000001,f0033,8,7.243,4.472,0.48839
p0005_00000001_f0033_8,00000001,f0033,8,3.828,5.0,0.52031
p0005_00000001_f0033_8,00000001,f0033,8,61.142,4.0,0.59407
p0005_00000001_f0034_8,00000001,f0034,8,38.728,5.0,0.4875
p0005_00000001_f0034_8,00000001,f0034,8,21.657,7.211,0.72292
p0005_00000001_f0034_8,00000001,f0034,8,3.414,6.204,0.60469
p0005_00000001_f0034_8,00000001,f0034,8,17.314,8.062,0.83708
p0005_00000001_f0034_8,00000001,f0034,8,19.485,8.246,0.80799
p0005_00000001_f0034_8,00000001,f0034,8,8.828,8.544,0.58889
p0005_00000001_f0034_8,00000001,f0034,8,6.657,8.062,0.76771
p0005_00000001_f0034_8,00000001,f0034,8,5.243,16.763,0.815
p0005_00000001_f0034_8,00000001,f0034,8,19.828,13.096,0.86094
p0005_00000001_f0034_8,00000001,f0034,8,12.728,8.485,0.65
p0005_00000001_f0034_8,00000001,f0034,8,40.657,11.0,0.73266
p0005_00000001_f0034_8,00000001,f0034,8,40.657,6.0,0.45094
p0005_00000001_f0034_8,00000001,f0034,8,29.071,9.028,0.87902
p0005_00000001_f0034_8,00000001,f0034,8,4.828,16.643,0.755
p0005_00000001_f0034_8,00000001,f0034,8,6.414,8.062,0.53571
p0005_00000001_f0034_8,00000001,f0034,8,4.243,17.874,0.78594
p0005_00000001_f0034_8,00000001,f0034,8,13.071,8.031,0.69792
p0005_00000001_f0034_8,00000001,f0034,8,7.243,16.279,0.79107
p0005_00000001_f0034_8,00000001,f0034,8,19.314,8.944,0.51544
p0005_00000001_f0034_8,00000001,f0034,8,8.657,8.154,0.65
p0005_00000001_f0034_8,00000001,f0034,8,11.657,15.652,0.91307
p0005_00000001_f0034_8,00000001,f0034,8,9.828,7.246,0.60938
p0005_00000001_f0034_8,00000001,f0034,8,3.828,7.713,0.65469
p0005_00000001_f0034_8,00000001,f0034,8,14.899,7.211,0.82837
p0005_00000001_f0034_8,00000001,f0034,8,2.414,17.263,0.95833
p0005_00000001_f0034_8,00000001,f0034,8,78.385,9.0,0.69679
p0005_00000001_f0034_8,00000001,f0034,8,11.485,5.0,0.43813
p0005_00000001_f0034_8,00000001,f0034,8,20.657,9.849,0.6475
p0005_00000001_f0034_8,00000001,f0034,8,10.243,12.53,0.88062
p0005_00000001_f0034_8,00000001,f0034,8,18.071,6.325,0.51324
p0005_00000001_f0034_8,00000001,f0034,8,32.971,5.385,0.68448
p0005_00000001_f0034_8,00000001,f0034,8,5.657,5.657,0.51125
p0005_00000001_f0034_8,00000001,f0034,8,8.657,6.403,0.45859
p0005_00000001_f0034_8,00000001,f0034,8,6.657,6.078,0.54167
p0005_00000001_f0034_8,00000001,f0034,8,3.828,12.59,0.76562
p0005_00000001_f0034_8,00000001,f0034,8,2.828,6.403,0.33958
p0005_00000001_f0034_8,00000001,f0034,8,8.485,5.657,0.55804
p0005_00000001_f0034_8,00000001,f0034,8,9.0,12.062,0.7625
p0005_00000001_f0034_8,00000001,f0034,8,20.728,4.039,0.62778
p0005_00000001_f0034_8,00000001,f0034,8,6.414,13.0,0.78929
p0005_00000001_f0034_8,00000001,f0034,8,4.243,5.521,0.53906
p0005_00000001_f0034_8,00000001,f0034,8,2.828,6.325,0.33125
p0005_00000001_f0034_8,00000001,f0034,8,4.0,13.038,0.77375
p0005_00000001_f0034_8,00000001,f0034,8,6.828,14.036,0.775
p0005_00000001_f0034_8,00000001,f0034,8,2.414,4.472,0.57708
p0005_00000001_f0034_8,00000001,f0034,8,4.243,5.521,0.46406
p0005_00000001_f0034_8,00000001,f0034,8,32.385,15.297,0.82054
p0005_00000001_f0034_8,00000001,f0034,8,2.828,5.0,0.51875
p0005_00000001_f0034_8,00000001,f0034,8,12.314,5.0,0.53438
p0005_00000001_f0034_8,00000001,f0034,8,10.071,5.385,0.53542
p0005_00000001_f0034_8,00000001,f0034,8,6.657,4.472,0.63333
p0005_00000001_f0034_8,00000001,f0034,8,2.828,5.0,0.5625
p0005_00000001_f0034_8,00000001,f0034,8,4.243,2.921,0.39531
p0005_00000001_f0034_8,00000001,f0034,8,3.828,4.472,0.64219
p0005_00000001_f0034_8,00000001,f0034,8,2.828,4.123,0.47917
p0005_00000001_f0034_8,00000001,f0034,8,16.243,2.118,0.56172
p0005_00000001_f0034_8,00000001,f0034,8,17.828,7.0,0.53299
p0005_00000001_f0034_8,00000001,f0034,8,45.042,3.606,0.43894
p0005_00000001_f0034_8,00000001,f0034,8,2.414,13.892,0.79792
p0005_00000001_f0034_8,00000001,f0034,8,4.828,4.0,0.515
p0005_00000001_f0034_8,00000001,f0034,8,2.414,5.0,0.8625
p0005_00000001_f0034_8,00000001,f0034,8,5.657,5.0,0.7325
p0005_00000001_f0034_8,00000001,f0034,8,7.657,13.416,0.77589
p0005_00000001_f0034_8,00000001,f0034,8,2.414,2.828,0.49375
p0005_00000001_f0034_8,00000001,f0034,8,10.657,5.0,0.585
p0005_00000001_f0034_8,00000001,f0034,8,8.657,5.0,0.5125
p0005_00000001_f0034_8,00000001,f0034,8,4.243,12.368,0.73281
p0005_00000001_f0034_8,00000001,f0034,8,4.0,3.606,0.4375
p0005_00000001_f0034_8,00000001,f0034,8,9.071,4.243,0.47656
p0005_00000001_f0034_8,00000001,f0034,8,13.071,4.123,0.47448
p0005_00000001_f0034_8,00000001,f0034,8,5.828,5.385,0.50521
p0005_00000001_f0034_8,00000001,f0034,8,2.828,3.162,0.42083
p0005_00000001_f0034_8,00000001,f0034,8,2.828,11.402,0.73333
p0005_00000001_f0034_8,00000001,f0034,8,3.414,5.242,0.52969
p0005_00000001_f0034_8,00000001,f0034,8,5.243,3.606,0.44375
p0005_00000001_f0034_8,00000001,f0034,8,20.243,2.0,0.58844
p0005_00000001_f0034_8,00000001,f0034,8,13.728,2.828,0.45114
p0005_00000001_f0034_8,00000001,f0034,8,3.414,5.242,0.51094
p0005_00000001_f0034_8,00000001,f0034,8,16.657,4.123,0.54727
p0005_00000001_f0034_8,00000001,f0034,8,3.414,2.914,0.61875
p0005_00000001_f0034_8,00000001,f0034,8,4.243,10.072,0.70625
p0005_00000001_f0034_8,00000001,f0034,8,24.142,5.0,0.46399
p0005_00000001_f0034_8,00000001,f0034,8,17.485,4.472,0.54531
p0005_00000001_f0034_8,00000001,f0034,8,2.414,3.606,0.50833
p0005_00000001_f0034_8,00000001,f0034,8,7.414,2.236,0.35859
p0005_00000001_f0034_8,00000001,f0034,8,4.828,4.0,0.37
p0005_00000001_f0034_8,00000001,f0034,8,12.071,2.236,0.5017
p0005_00000001_f0034_8,00000001,f0034,8,20.556,2.0,0.2886
p0005_00000001_f0034_8,00000001,f0034,8,2.828,4.472,0.54167
p0005_00000001_f0034_8,00000001,f0034,8,2.828,9.22,0.69792
p0005_00000001_f0034_8,00000001,f0034,8,11.314,2.828,0.49931
p0005_00000001_f0034_8,00000001,f0034,8,5.657,5.0,0.49125
p0005_00000001_f0034_8,00000001,f0034,8,18.314,2.236,0.43555
p0005_00000001_f0034_8,00000001,f0034,8,34.899,3.162,0.52064
p0005_00000001_f0034_8,00000001,f0034,8,2.828,5.0,0.425
p0005_00000001_f0034_8,00000001,f0034,8,2.0,7.071,0.55417
p0005_00000001_f0034_8,00000001,f0034,8,5.657,5.657,0.43
p0005_00000001_f0034_8,00000001,f0034,8,12.0,9.22,0.59808
p0005_00000001_f0034_8,00000001,f0034,8,5.657,5.831,0.41375
p0005_00000001_f0034_8,00000001,f0034,8,2.414,2.0,0.33958
p0005_00000001_f0034_8,00000001,f0034,8,8.071,2.828,0.29107
p0005_00000001_f0034_8,00000001,f0034,8,8.485,2.828,0.50625
p0005_00000001_f0034_8,00000001,f0034,8,4.243,4.472,0.46719
p0005_00000001_f0034_8,00000001,f0034,8,3.828,3.803,0.48437
p0005_00000001_f0034_8,00000001,f0034,8,6.828,9.0,0.66339
p0005_00000001_f0034_8,00000001,f0034,8,10.243,3.0,0.5025
p0005_00000001_f0034_8,00000001,f0034,8,14.485,3.606,0.34375
p0005_00000001_f0034_8,00000001,f0034,8,7.071,2.828,0.46562
p0005_00000001_f0034_8,00000001,f0034,8,3.414,2.828,0.475
p0005_00000001_f0034_8,00000001,f0034,8,2.828,3.162,0.4875
p0005_00000001_f0034_8,00000001,f0034,8,4.828,6.708,0.73125
p0005_00000001_f0034_8,00000001,f0034,8,5.243,2.0,0.4875
p0005_00000001_f0034_8,00000001,f0034,8,8.414,3.606,0.65347
p0005_00000001_f0034_8,00000001,f0034,8,6.828,6.325,0.71696
p0005_00000001_f0034_8,00000001,f0034,8,5.243,2.0,0.48875
p0005_00000001_f0034_8,00000001,f0034,8,12.657,6.083,0.69531
p0005_00000001_f0034_8,00000001,f0034,8,5.243,8.062,0.7925
p0005_00000001_f0034_8,00000001,f0034,8,2.414,2.828,0.48958
p0005_00000001_f0034_8,00000001,f0034,8,16.657,7.936,0.71016
p0005_00000001_f0034_8,00000001,f0034,8,2.0,9.22,0.8
p0005_00000001_f0034_8,00000001,f0034,8,5.657,4.243,0.72875
p0005_00000001_f0034_8,00000001,f0034,8,15.414,9.849,0.72266
p0005_00000001_f0034_8,00000001,f0034,8,4.243,6.96,0.67344
p0005_00000001_f0034_8,00000001,f0034,8,6.657,6.078,0.61458
p0005_00000001_f0034_8,00000001,f0034,8,2.828,10.817,0.67917
p0005_00000001_f0034_8,00000001,f0034,8,34.243,3.0,0.53474
p0005_00000001_f0034_8,00000001,f0034,8,10.657,9.327,0.69687
p0005_00000001_f0034_8,00000001,f0034,8,15.899,6.681,0.57411
p0005_00000001_f0034_8,00000001,f0034,8,29.314,6.083,0.58889
p0005_00000001_f0034_8,00000001,f0034,8,12.657,5.0,0.53802
p0005_00000001_f0034_8,00000001,f0034,8,6.414,4.123,0.57054
p0005_00000001_f0034_8,00000001,f0034,8,5.243,4.123,0.52875
p0005_00000001_f0034_8,00000001,f0034,8,15.828,3.803,0.56445
p0005_00000001_f0034_8,00000001,f0034,8,31.556,3.384,0.58371
p0005_00000001_f0034_8,00000001,f0034,8,6.828,4.0,0.54643
p0005_00000001_f0035_8,00000001,f0035,8,18.657,2.0,0.41125
p0005_00000001_f0035_8,00000001,f0035,8,28.243,6.0,0.49057
p0005_00000001_f0035_8,00000001,f0035,8,26.556,8.062,0.77085
p0005_00000001_f0035_8,00000001,f0035,8,9.243,6.325,0.53389
p0005_00000001_f0035_8,00000001,f0035,8,16.971,9.055,0.85438
p0005_00000001_f0035_8,00000001,f0035,8,12.243,6.708,0.78459
p0005_00000001_f0035_8,00000001,f0035,8,2.828,7.211,0.77568
p0005_00000001_f0035_8,00000001,f0035,8,2.828,6.708,0.62683
p0005_00000001_f0035_8,00000001,f0035,8,18.556,8.602,0.75094
p0005_00000001_f0035_8,00000001,f0035,8,3.828,7.713,0.67925
p0005_00000001_f0035_8,00000001,f0035,8,13.485,8.773,0.60587
p0005_00000001_f0035_8,00000001,f0035,8,9.899,6.364,0.72406
p0005_00000001_f0035_8,00000001,f0035,8,38.071,13.0,0.78327
p0005_00000001_f0035_8,00000001,f0035,8,4.414,14.213,0.81635
p0005_00000001_f0035_8,00000001,f0035,8,43.657,10.77,0.76422
p0005_00000001_f0035_8,00000001,f0035,8,3.0,14.713,0.90566
p0005_00000001_f0035_8,00000001,f0035,8,75.527,5.099,0.54126
p0005_00000001_f0035_8,00000001,f0035,8,23.142,10.77,0.60252
p0005_00000001_f0035_8,00000001,f0035,8,12.071,7.211,0.67753
p0005_00000001_f0035_8,00000001,f0035,8,18.899,9.487,0.53829
p0005_00000001_f0035_8,00000001,f0035,8,4.414,16.401,0.85409
p0005_00000001_f0035_8,00000001,f0035,8,51.799,15.0,0.90874
p0005_00000001_f0035_8,00000001,f0035,8,16.899,6.325,0.63857
p0005_00000001_f0035_8,00000001,f0035,8,2.828,6.708,0.82809
p0005_00000001_f0035_8,00000001,f0035,8,10.243,7.905,0.73962
p0005_00000001_f0035_8,00000001,f0035,8,5.243,5.0,0.8239
p0005_00000001_f0035_8,00000001,f0035,8,3.828,6.556,0.48428
p0005_00000001_f0035_8,00000001,f0035,8,2.414,7.616,0.79245
p0005_00000001_f0035_8,00000001,f0035,8,2.414,5.831,0.50314
p0005_00000001_f0035_8,00000001,f0035,8,3.828,4.472,0.67925
p0005_00000001_f0035_8,00000001,f0035,8,3.828,5.0,0.52358
p0005_00000001_f0035_8,00000001,f0035,8,17.414,5.242,0.62194
p0005_00000001_f0035_8,00000001,f0035,8,23.071,6.0,0.74157
p0005_00000001_f0035_8,00000001,f0035,8,17.314,5.0,0.52914
p0005_00000001_f0035_8,00000001,f0035,8,11.485,3.606,0.49497
p0005_00000001_f0035_8,00000001,f0035,8,2.414,4.472,0.51992
p0005_00000001_f0035_8,00000001,f0035,8,6.657,4.123,0.47275
p0005_00000001_f0035_8,00000001,f0035,8,6.243,3.606,0.41719
p0005_00000001_f0035_8,00000001,f0035,8,2.828,5.0,0.58071
p0005_00000001_f0035_8,00000001,f0035,8,16.071,12.166,0.80126
p0005_00000001_f0035_8,00000001,f0035,8,18.828,13.342,0.80139
p0005_00000001_f0035_8,00000001,f0035,8,12.728,3.606,0.49371
p0005_00000001_f0035_8,00000001,f0035,8,10.899,4.243,0.5856
p0005_00000001_f0035_8,00000001,f0035,8,4.414,14.142,0.80629
p0005_00000001_f0035_8,00000001,f0035,8,10.243,15.811,0.85409
p0005_00000001_f0035_8,00000001,f0035,8,2.828,5.385,0.50314
p0005_00000001_f0035_8,00000001,f0035,8,12.314,2.236,0.54591
p0005_00000001_f0035_8,00000001,f0035,8,6.243,17.804,0.83124
p0005_00000001_f0035_8,00000001,f0035,8,2.828,4.472,0.54298
p0005_00000001_f0035_8,00000001,f0035,8,5.828,4.123,0.5587
p0005_00000001_f0035_8,00000001,f0035,8,2.828,5.0,0.47799
p0005_00000001_f0035_8,00000001,f0035,8,6.243,5.0,0.53145
p0005_00000001_f0035_8,00000001,f0035,8,2.414,17.464,0.83438
p0005_00000001_f0035_8,00000001,f0035,8,31.485,9.487,0.66017
p0005_00000001_f0035_8,00000001,f0035,8,21.657,2.828,0.58491
p0005_00000001_f0035_8,00000001,f0035,8,5.657,5.0,0.52075
p0005_00000001_f0035_8,00000001,f0035,8,3.414,4.062,0.65252
p0005_00000001_f0035_8,00000001,f0035,8,10.071,15.524,0.84556
p0005_00000001_f0035_8,00000001,f0035,8,10.657,3.606,0.49308
p0005_00000001_f0035_8,00000001,f0035,8,14.899,4.472,0.60716
p0005_00000001_f0035_8,00000001,f0035,8,7.071,3.606,0.46541
p0005_00000001_f0035_8,00000001,f0035,8,11.071,14.318,0.84591
p0005_00000001_f0035_8,00000001,f0035,8,5.828,4.123,0.57128
p0005_00000001_f0035_8,00000001,f0035,8,4.828,4.123,0.55723
p0005_00000001_f0035_8,00000001,f0035,8,17.071,4.472,0.60535
p0005_00000001_f0035_8,00000001,f0035,8,7.414,4.736,0.64387
